Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QC,Crops,2,Afghanistan,5510,Production,56,Maize,1992,1992,tonnes,300000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,1993,1993,tonnes,470000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,1994,1994,tonnes,500000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,1995,1995,tonnes,530000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,1996,1996,tonnes,360000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,1997,1997,tonnes,300000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,1998,1998,tonnes,330000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,1999,1999,tonnes,240000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,2000,2000,tonnes,115000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,2001,2001,tonnes,160000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,2002,2002,tonnes,298000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,2003,2003,tonnes,210000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,2004,2004,tonnes,400000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,2005,2005,tonnes,315000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,2006,2006,tonnes,359000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,2007,2007,tonnes,360000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,2008,2008,tonnes,360000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,2009,2009,tonnes,300000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,2010,2010,tonnes,301000,,Official data
QC,Crops,2,Afghanistan,5510,Production,56,Maize,2011,2011,tonnes,300120,,Official data
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1986,1986,tonnes,25000,*,Unofficial figure
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1987,1987,tonnes,25000,F,FAO estimate
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1988,1988,tonnes,25000,F,FAO estimate
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1989,1989,tonnes,25000,F,FAO estimate
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1990,1990,tonnes,26000,F,FAO estimate
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1991,1991,tonnes,23302,Im,FAO data based on imputation methodology
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1992,1992,tonnes,20000,F,FAO estimate
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1993,1993,tonnes,21774,Im,FAO data based on imputation methodology
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1994,1994,tonnes,22000,F,FAO estimate
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1995,1995,tonnes,22179,Im,FAO data based on imputation methodology
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1996,1996,tonnes,21915,Im,FAO data based on imputation methodology
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1997,1997,tonnes,21723,Im,FAO data based on imputation methodology
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1998,1998,tonnes,21506,Im,FAO data based on imputation methodology
QC,Crops,2,Afghanistan,5510,Production,79,Millet,1999,1999,tonnes,21396,Im,FAO data based on imputation methodology
QC,Crops,2,Afghanistan,5510,Production,79,Millet,2000,2000,tonnes,22000,,Official data
QC,Crops,2,Afghanistan,5510,Production,79,Millet,2001,2001,tonnes,22000,,Official data
QC,Crops,2,Afghanistan,5510,Production,79,Millet,2002,2002,tonnes,20000,,Official data
QC,Crops,2,Afghanistan,5510,Production,79,Millet,2003,2003,tonnes,17000,,Official data
QC,Crops,2,Afghanistan,5510,Production,79,Millet,2004,2004,tonnes,17000,,Official data
QC,Crops,2,Afghanistan,5510,Production,79,Millet,2005,2005,tonnes,22000,,Official data
QC,Crops,2,Afghanistan,5510,Production,79,Millet,2006,2006,tonnes,12000,,Official data
QC,Crops,2,Afghanistan,5510,Production,79,Millet,2007,2007,tonnes,20000,*,Unofficial figure
QC,Crops,2,Afghanistan,5510,Production,79,Millet,2008,2008,tonnes,22000,,Official data
QC,Crops,2,Afghanistan,5510,Production,79,Millet,2009,2009,tonnes,19000,*,Unofficial figure
QC,Crops,2,Afghanistan,5510,Production,79,Millet,2010,2010,tonnes,15000,,Official data
QC,Crops,2,Afghanistan,5510,Production,79,Millet,2011,2011,tonnes,15000,*,Unofficial figure
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1986,1986,tonnes,336000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1987,1987,tonnes,324000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1988,1988,tonnes,343000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1989,1989,tonnes,320000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1990,1990,tonnes,333000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1991,1991,tonnes,335000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1992,1992,tonnes,300000,*,Unofficial figure
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1993,1993,tonnes,300000,*,Unofficial figure
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1994,1994,tonnes,342000,*,Unofficial figure
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1995,1995,tonnes,390000,*,Unofficial figure
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1996,1996,tonnes,340000,*,Unofficial figure
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1997,1997,tonnes,400000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1998,1998,tonnes,450000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",1999,1999,tonnes,280000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2000,2000,tonnes,260000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2001,2001,tonnes,242000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2002,2002,tonnes,388000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2003,2003,tonnes,434000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2004,2004,tonnes,463000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2005,2005,tonnes,485000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2006,2006,tonnes,540000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2007,2007,tonnes,552000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2008,2008,tonnes,612000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2009,2009,tonnes,645000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2010,2010,tonnes,672000,,Official data
QC,Crops,2,Afghanistan,5510,Production,27,"Rice, paddy",2011,2011,tonnes,672000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1986,1986,tonnes,1925000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1987,1987,tonnes,2300000,*,Unofficial figure
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1988,1988,tonnes,1900000,F,FAO estimate
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1989,1989,tonnes,1800000,F,FAO estimate
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1990,1990,tonnes,1650000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1991,1991,tonnes,1726000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1992,1992,tonnes,1650000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1993,1993,tonnes,1940000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1994,1994,tonnes,2050000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1995,1995,tonnes,2100000,F,FAO estimate
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1996,1996,tonnes,2300000,*,Unofficial figure
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1997,1997,tonnes,2711000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1998,1998,tonnes,2834000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,1999,1999,tonnes,2499000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2000,2000,tonnes,1469000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2001,2001,tonnes,1597000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2002,2002,tonnes,2686000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2003,2003,tonnes,3480000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2004,2004,tonnes,2390000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2005,2005,tonnes,4266000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2006,2006,tonnes,3363000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2007,2007,tonnes,4484000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2008,2008,tonnes,2623000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2009,2009,tonnes,5064000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2010,2010,tonnes,4532000,,Official data
QC,Crops,2,Afghanistan,5510,Production,15,Wheat,2011,2011,tonnes,3388000,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,1986,1986,tonnes,36000,F,FAO estimate
QC,Crops,3,Albania,5510,Production,44,Barley,1987,1987,tonnes,38000,F,FAO estimate
QC,Crops,3,Albania,5510,Production,44,Barley,1988,1988,tonnes,40000,*,Unofficial figure
QC,Crops,3,Albania,5510,Production,44,Barley,1989,1989,tonnes,40000,*,Unofficial figure
QC,Crops,3,Albania,5510,Production,44,Barley,1990,1990,tonnes,5000,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,1991,1991,tonnes,3323,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,1992,1992,tonnes,5569,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,1993,1993,tonnes,4153,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,1994,1994,tonnes,9000,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,1995,1995,tonnes,7274,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,1996,1996,tonnes,3195,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,1997,1997,tonnes,3738,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,1998,1998,tonnes,3248,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,1999,1999,tonnes,2900,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,2000,2000,tonnes,1800,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,2001,2001,tonnes,3000,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,2002,2002,tonnes,3800,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,2003,2003,tonnes,2900,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,2004,2004,tonnes,3700,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,2005,2005,tonnes,4100,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,2006,2006,tonnes,6000,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,2007,2007,tonnes,3500,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,2008,2008,tonnes,3600,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,2009,2009,tonnes,4500,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,2010,2010,tonnes,7300,,Official data
QC,Crops,3,Albania,5510,Production,44,Barley,2011,2011,tonnes,8700,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1986,1986,tonnes,347000,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1987,1987,tonnes,309000,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1988,1988,tonnes,237000,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1989,1989,tonnes,307000,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1990,1990,tonnes,227000,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1991,1991,tonnes,128779,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1992,1992,tonnes,156063,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1993,1993,tonnes,175751,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1994,1994,tonnes,193261,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1995,1995,tonnes,215566,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1996,1996,tonnes,214059,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1997,1997,tonnes,194818,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1998,1998,tonnes,189130,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,1999,1999,tonnes,206000,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,2000,2000,tonnes,205700,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,2001,2001,tonnes,198300,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,2002,2002,tonnes,197300,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,2003,2003,tonnes,206900,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,2004,2004,tonnes,216200,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,2005,2005,tonnes,219900,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,2006,2006,tonnes,245400,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,2007,2007,tonnes,215900,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,2008,2008,tonnes,245000,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,2009,2009,tonnes,265100,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,2010,2010,tonnes,362000,,Official data
QC,Crops,3,Albania,5510,Production,56,Maize,2011,2011,tonnes,366400,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,1986,1986,tonnes,30000,*,Unofficial figure
QC,Crops,3,Albania,5510,Production,75,Oats,1987,1987,tonnes,30000,*,Unofficial figure
QC,Crops,3,Albania,5510,Production,75,Oats,1988,1988,tonnes,30000,*,Unofficial figure
QC,Crops,3,Albania,5510,Production,75,Oats,1989,1989,tonnes,20000,F,FAO estimate
QC,Crops,3,Albania,5510,Production,75,Oats,1990,1990,tonnes,12000,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,1991,1991,tonnes,3000,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,1992,1992,tonnes,4667,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,1993,1993,tonnes,17994,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,1994,1994,tonnes,20000,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,1995,1995,tonnes,12989,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,1996,1996,tonnes,12725,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,1997,1997,tonnes,12067,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,1998,1998,tonnes,15400,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,1999,1999,tonnes,13200,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,2000,2000,tonnes,15700,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,2001,2001,tonnes,15300,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,2002,2002,tonnes,19700,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,2003,2003,tonnes,16400,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,2004,2004,tonnes,23100,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,2005,2005,tonnes,24200,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,2006,2006,tonnes,22600,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,2007,2007,tonnes,21400,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,2008,2008,tonnes,21800,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,2009,2009,tonnes,25000,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,2010,2010,tonnes,27300,,Official data
QC,Crops,3,Albania,5510,Production,75,Oats,2011,2011,tonnes,29900,,Official data
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1986,1986,tonnes,11000,,Official data
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1987,1987,tonnes,10600,,Official data
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1988,1988,tonnes,8830,,Official data
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1989,1989,tonnes,8450,,Official data
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1990,1990,tonnes,7000,,Official data
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1991,1991,tonnes,2283,,Official data
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1992,1992,tonnes,960,,Official data
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1993,1993,tonnes,585,,Official data
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1994,1994,tonnes,0,F,FAO estimate
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1995,1995,tonnes,0,F,FAO estimate
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1996,1996,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1997,1997,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1998,1998,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",1999,1999,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2000,2000,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2001,2001,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2002,2002,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2003,2003,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2004,2004,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2005,2005,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2006,2006,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2007,2007,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2008,2008,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2009,2009,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2010,2010,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,27,"Rice, paddy",2011,2011,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,71,Rye,1986,1986,tonnes,10000,*,Unofficial figure
QC,Crops,3,Albania,5510,Production,71,Rye,1987,1987,tonnes,10000,*,Unofficial figure
QC,Crops,3,Albania,5510,Production,71,Rye,1988,1988,tonnes,9400,*,Unofficial figure
QC,Crops,3,Albania,5510,Production,71,Rye,1989,1989,tonnes,9300,*,Unofficial figure
QC,Crops,3,Albania,5510,Production,71,Rye,1990,1990,tonnes,8000,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,1991,1991,tonnes,1427,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,1992,1992,tonnes,1360,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,1993,1993,tonnes,2739,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,1994,1994,tonnes,3765,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,1995,1995,tonnes,4229,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,1996,1996,tonnes,2585,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,1997,1997,tonnes,3029,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,1998,1998,tonnes,2901,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,1999,1999,tonnes,3400,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2000,2000,tonnes,1500,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2001,2001,tonnes,3700,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2002,2002,tonnes,2700,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2003,2003,tonnes,2400,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2004,2004,tonnes,2400,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2005,2005,tonnes,3000,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2006,2006,tonnes,2600,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2007,2007,tonnes,3300,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2008,2008,tonnes,3100,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2009,2009,tonnes,3200,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2010,2010,tonnes,2300,,Official data
QC,Crops,3,Albania,5510,Production,71,Rye,2011,2011,tonnes,3400,,Official data
QC,Crops,3,Albania,5510,Production,83,Sorghum,1986,1986,tonnes,36000,F,FAO estimate
QC,Crops,3,Albania,5510,Production,83,Sorghum,1987,1987,tonnes,35200,F,FAO estimate
QC,Crops,3,Albania,5510,Production,83,Sorghum,1988,1988,tonnes,35400,F,FAO estimate
QC,Crops,3,Albania,5510,Production,83,Sorghum,1989,1989,tonnes,35600,F,FAO estimate
QC,Crops,3,Albania,5510,Production,83,Sorghum,1990,1990,tonnes,25000,F,FAO estimate
QC,Crops,3,Albania,5510,Production,83,Sorghum,1991,1991,tonnes,10000,F,FAO estimate
QC,Crops,3,Albania,5510,Production,83,Sorghum,1992,1992,tonnes,8437,Im,FAO data based on imputation methodology
QC,Crops,3,Albania,5510,Production,83,Sorghum,1993,1993,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,1994,1994,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,1995,1995,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,1996,1996,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,1997,1997,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,1998,1998,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,1999,1999,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,2000,2000,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,2001,2001,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,2002,2002,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,2003,2003,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,2004,2004,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,2005,2005,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,2006,2006,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,2007,2007,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,2008,2008,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,2009,2009,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,2010,2010,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,83,Sorghum,2011,2011,tonnes,,M,Data not available
QC,Crops,3,Albania,5510,Production,15,Wheat,1986,1986,tonnes,576000,,Official data
QC,Crops,3,Albania,5510,Production,15,Wheat,1987,1987,tonnes,593000,,Official data
QC,Crops,3,Albania,5510,Production,15,Wheat,1988,1988,tonnes,637000,,Official data
QC,Crops,3,Albania,5510,Production,15,Wheat,1989,1989,tonnes,613000,,Official data
QC,Crops,3,Albania,5510,Production,15,Wheat,1990,1990,tonnes,613000,,Official data
