"","AFG","ALB","DZA","AGO","ARG","ARM","AUS","AUT","AZE","BHR","BGD","BLR","BEL","BEN","BTN","BOL","BIH","BWA","BRA","BGR","BFA","BDI","KHM","CMR","CAN","CPV","CAF","TCD","CHL","CHN","COL","COM","COG","CRI","CIV","HRV","CUB","CYP","CZE","PRK","COD","DNK","DJI","DOM","ECU","EGY","SLV","GNQ","ERI","EST","ETH","FJI","FIN","FRA","GAB","GMB","GEO","DEU","GHA","GRC","GTM","GIN","GNB","GUY","HTI","HND","HUN","IND","IDN","IRN","IRQ","IRL","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LTU","LUX","MDG","MWI","MYS","MLI","MRT","MUS","MEX","MNG","MNE","MAR","MOZ","MMR","NAM","NPL","NLD","NZL","NIC","NER","NGA","NOR","PSE","OMN","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","KOR","MDA","ROU","RUS","RWA","SAU","SEN","SRB","SRB","SLE","SGP","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TLS","TGO","TTO","TUN","TUR","TKM","UGA","UKR","ARE","GBR","TZA","USA","URY","UZB","VEN","VNM","YEM","ZMB","ZWE"
"ISR",0,0,0,0,-114905373.620652,0,-1048636532.54451,-35352995.1382544,-20595061.5014064,0,0,-5720850.41705734,-1764162983.85365,0,0,0,0,0,-109111656.00316,-5948754.21415963,0,0,0,0,-1814721968.39312,0,0,0,-22985725.8220304,-216959763.743475,-1144170.08341147,0,0,0,0,0,0,-41931197.934887,-15441645.0281548,0,0,-180978870.388714,0,-8830884.54622185,0,-572085.041705734,0,0,0,-4004595.29194014,0,0,-2316246.75422322,-3417814331.23623,0,0,-16590466.2094663,-2208473064.0493,-4618540.2147463,-281949554.700826,0,0,0,0,0,0,-44283103.1063439,-8274303.16418294,0,0,0,-18337728.6539171,0,-858101206.337168,-2860425.20852867,-13575004.4042694,-21787292.9297851,-14874211.0843491,-6106891.54276121,0,0,0,-18306721.3345835,0,0,0,0,-20022976.4597007,0,0,0,0,0,0,0,-184242390.74858,0,0,0,0,0,0,-3426308.78636768,-288662639.33656,-48586919.0298537,0,0,-1716255.1251172,0,0,0,0,0,0,0,0,-18193544.6190157,-77515197.602177,0,0,-17162551.251172,-1206184.72207876,-53960487.4703742,-633039230.051812,0,0,0,0,0,0,-8195234.49988215,-73203629.8488338,-24005866.6281073,0,0,-610286059.124784,-196963143.505208,0,0,0,0,-401008358.74622,-249602719.171969,0,0,-120283593.159072,0,0,0,0,0,-121767293.389187,0,-572085.041705734,-281285998.067086,0,-4600856740.53032,0,2709246205.46678,-14874211.0843491,-12013785.8758204,-23092701.0737315,0,0,0,-3618554.16623627
"ITA",33890549.9441829,-1123929678.32239,4153211696.20977,12346865979.3858,129721809.836048,-51289097.6760022,-926615814.809017,-3132691419.77272,-15387596.4834026,154912096.546175,-17653255.3199585,-22786889.7267006,9829880338.21001,305846774.57843,713412.604257019,-2998164.795905,-210485178.124669,-82755.9419298308,-510858297.953299,-61034525.6108583,4125846381.01504,3618372416.05882,-42575913.6852899,-104097518.193749,5168256541.19543,2420823891.33595,1783240738.03048,6716729237.1862,368743696.561289,-726063442.910484,9148757174.09461,-2286910.71372774,453476835.386486,8454662371.81132,-12087189.3449301,-1252029073.54746,746865379153.408,187088061.138578,-2044579178.4544,17939820.8522685,3252367296.62435,-1998965478.79053,11104550809.8089,11115981717.0053,7397817583.30208,36889745478.7934,3273769654.42347,-3678191.23930446,2989292851.155,-46270925.3761352,19179276320.004,-27435.8000797181,-781618583.228037,-18895052484.7291,-34540964.2527307,1415276.17466985,-157071712.244674,-23094551462.1103,8629806477.99094,-1935768533.68892,5716778862.36913,558637848.926746,-9035192.85693315,85692552.7387032,891609295.396744,14681509255.0855,-1845877489.5716,-61551469.909363,-15899307.7955162,-77395831.3477714,425716381.904679,-474660422.838585,71636135798.1189,0,1291113064.02044,304482088428.456,3089906826.92846,-17563173.197081,-138817411.059209,-23400739.6926359,-110341.255906441,-26711554.7631723,-200697923.677158,40566187095.5724,0,602331251.96363,47465660486.5999,-127667412.198474,-180336261.493471,79227368.360392,-451793.617933995,-99081289.5745413,-215635054.711738,2149096606.1041,-23232140.7791962,62975843972.8379,72443849.5451485,-76463014.1450609,-206623383.681841,113538226.157862,-178855.99915729,366518154.619346,-6381140.98393628,-1461807476.2741,-57324861.5581175,2695693877.46258,-164820942.763649,8289052005.53176,-489906766.067898,396402166.122304,9892823.68068812,-17440048.5029903,5052144331.02205,0,-1564139.63233771,2597411616.70704,-56533484.5018671,-2144276764.31193,-561821978.632715,24718282.3281008,23731139530.9791,-5441782.54823683,-187718659.66642,-1037471660.17009,1467206936.16315,-488963894.055622,-35498897.6467431,-104933001.849582,-408378819.151717,2177343310.81534,1890366548.40135,-966423889.856564,-1032822226.51843,0,4987477275.82498,-524737336.595533,-4265687471.28875,-118885451.815191,2260769629.12113,427754464.738291,223725.287707779,-2033116845.06306,-2564727784.04041,-294156668.40212,-3164910.16941402,130352724.84984,-65997265.6334525,117823208.477359,-416498246.079396,1452073920.8372,821885135.738436,-1668424379.30885,-431384.97100821,2567685496.58483,-247239357.071245,818823007.67889,-11184964442.3121,-38064668.2528359,1583641690813.24,-10410690.0190779,-10859605.4944967,14472618828.9342,-25401065.4569122,10039059239.8442,-3948624.63844869,6866610.3223119
"JAM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1196596666.66667,0,0,0,0,-13170000,0,0,0,0,0,0,-5153333.33333333,0,0,0,0,0,0,-1256666.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,-3770000,0,0,0,0,0,-488023333.333333,-148883333.333333,0,0,-4920000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-55293333.3333333,0,0,0,0,0,0,0,-68123333.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-118716666.666667,0,0,0,0,0,0,0,0,-25100000,0,0,0,0,0,0,0,0,0,-5825326666.66667,0,0,0,0,0,0,-1213950000,0,-6038246666.66667,0,0,0,0,0,0,0
"JPN",0,0,0,0,-2053333.33333333,0,-1523196666.66667,-8170000,0,-214293333.333333,-4.77e+09,0,-223503333.333333,-9585600000,0,0,0,0,-486886666.666667,0,-3177600000,0,-7978800000,0,-3387676666.66667,-4.428e+09,0,0,-1223333.33333333,-799944936666.667,0,0,-7892400000,0,0,0,-2446666.66666667,-6183333.33333333,0,-51070000,0,-25430000,-116983333.333333,0,0,0,0,0,0,-4960000,0,-1230000,-6116666.66666667,-358800000,0,0,0,-742353333.333333,-19650000,-100343333.333333,0,-11320800000,0,0,0,0,0,-31350000,-12401886666.6667,0,-6743333.33333333,0,-52470000,-372580000,0,0,0,0,0,-116756666.666667,0,-6004800000,0,-57270000,0,0,0,0,0,-13885200000,0,-7980733333.33333,0,-6087600000,0,-14873333.3333333,-4993333.33333333,0,0,-4779600000,-3690000,0,-6650400000,-2685943333.33333,-452896666.666667,0,-730800000,-1200000,-6e+06,0,-145246666.666667,-791173333.333333,-11900000,0,0,-1200000,-3612820000,0,0,0,-6408296666.66667,0,0,-242103333.333333,0,-2971846666.66667,0,0,0,0,-122872250000,0,0,0,0,-4926666.66666667,-1429846666.66667,-3337200000,0,0,0,-135303333.333333,-107430000,0,0,-61749483333.3333,0,0,0,0,0,0,0,0,-9986666.66666667,-380646666.666667,-2412663333.33333,-3705600000,-46168810000,0,0,0,-137184026666.667,0,0,0
"JOR",-649435.060068494,0,-70486898.1267198,0,0,0,0,0,0,-2324763.41557486,0,0,-2944938.21469521,0,0,0,0,0,0,0,0,0,0,0,-3401326.91899609,0,0,0,0,-7633716.61540951,0,0,0,0,0,0,0,0,0,0,0,0,-9959550.52833612,0,0,-65106221.6043171,0,0,0,0,0,0,0,0,0,0,0,-2181673.60288944,0,0,0,0,0,0,0,0,0,0,0,0,-4775137919.90803,0,-2103884.12866145,0,0,0,0,0,0,-20685933.9929839,0,0,0,-814163192.557516,0,0,-69099890.3912878,0,0,0,0,0,0,0,0,0,0,0,-1843396.43973288,0,0,0,0,-1210732.50484198,-694039.11639188,0,0,0,0,-722847270.625127,-38695624.6065646,0,0,0,0,0,0,0,0,-7025317.28715853,0,0,-2819690.02453914,0,0,-411198372.261181,0,0,0,0,0,0,0,0,-1316711.74266634,-4694844.55237427,0,0,-51519826.0482139,0,0,0,0,-464340715.462215,0,0,0,0,0,0,-1181829.07634442,-5487369.42512819,0,0,0,-33307811.4351503,0,0,137621661.41505,0,0,0,0,-1490554446.44071,0,0
"KAZ",26941166757.7175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146981971.810983,0,0,0,0,0,0,0,25603113458.734,0,0,0,0,0,0,241995319.887689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9410492337.90462,3027887243.59982,0,0,7713233693.7348,0,0,0,0,0,0,16802393119.666,0,0,2043554130.44955,0,0,0,0,0,0,0,0,0,35524613098.9097,0,0,757805216.45686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758646800.328066,0,0,0,0,0,0,0,0,0,0,0,0,0,211763482.352374,0,0,30793388532.8516,0,0,0,0,63292791809.7812,0,0
"KEN",0,0,0,910414.463421995,340202.075497054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740232075.32711,0,0,78978.7454654113,0,0,1033981.12289189,0,0,0,0,0,0,0,0,0,684669.015396967,0,0,195763133.956828,0,1225038.46566307,0,0,111775787.345554,0,0,265589287.797624,0,2982213.76788761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808237.377550003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50103190.750174,0,0,0,0,19551.2731589504,0,0,0,0,1995571.37867757,0,0,0,1589934.01045181,0,7270043.98186322,0,0,0,0,165262.1933007,0,0,0,0,0,0,0,0,0,0,0,0,0,725935994.603099,0,0,0,0,495211.6773763,0,0,0,0,3713674811.40917,0,0,0,1105284366.84323,1403805.09332133,0,0,0,0,0,0,0,0,0,0,0,0,0,13665477722.4283,0,73571493.8912226,0,0,28198896.452013,0,0,0,0,0,0,1787743.39396311
"KWT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",1446318.99175265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17483545.925476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541795387.54569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1520041.84404462,0,0,73183541.7704148,0,0,0,0,0,0,0
"LAO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LVA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828962.588346505,0,0,0,0,0,0,0,0,0,0,0,0,27064.0457077109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213258480.986616,0,0,149570.181024759,0,0,3848413.59760744,0,0,0,0,0,0,0,0,0,0,0,0,5603674.44165436,57108954.3797817,91552061.2997003,0,0,0,0,0,0,0,0,0,0,0,1340608.15128356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521391840.7713,0,0,0,0,0,0,0,0,2303399.41689497,0,0,0,0,0,93285588.2219992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285256453.79173,0,0,0,0,0,0,0,0,1207821265.43852,0,0,0,0,0,0,0,2527852464.23174,0,0,0,0,0,0,0
"LBN",0,0,-3951886027.38993,-26006960.9193336,-14778625.0786952,0,-338048701.494816,-14127073.8702129,0,-164078830.131421,0,0,-13940916.382075,-26595826.4430348,0,0,0,0,-106041383.855152,-19138129.5202897,-10626173.3534988,0,0,-2870244.53649208,-482727261.96959,0,-47426469.4524142,0,-4291120.05819697,-7890798.01759637,-8867175.0472171,0,-63437912.9984709,0,-144234061.982689,0,0,-9699185.04522076,-6361647.22217868,0,-10590081.5955945,-61365486.2682837,0,-738931.253934759,0,-372083229.198542,0,-35481997.1523068,0,0,-5225706.63129697,0,0,-113155259.294703,-12487748.2348769,-23400756.0854043,0,-303457600.892883,-47413172.4889758,-33789483.6632172,0,-41410543.2796343,0,0,0,0,-7522282.17373173,-107553438.55472,-39953576.0000251,-27946418.0151367,-14819499944.3049,-8540449.6598732,0,-20857236.9362562,0,0,-5186512881.77914,0,0,-395523876.174261,0,0,0,0,0,-73600592.1978307,-16957427.5163897,0,0,0,0,-221497017.824701,-14926791.2427232,-2796161.45447806,0,-738931.253934759,0,0,-34556908.4102343,-5446056.31113356,0,0,0,-596798112.175339,-1477862.50786952,0,-14052990.7881988,-95135974.2694461,-13887728.5283214,0,-1249906964.94616,0,-10088596.1173458,0,-9843552.07683784,0,-129673887.017625,0,0,-148971580.099176,0,0,-31496707.2531934,-4433587.52360855,0,-3904322789.17072,-36553352.492202,0,0,-31112994.8796849,0,0,0,0,0,-30985723.9439172,-82851479.6185564,0,-39480584.0148587,0,0,-172833930.772514,-33111338.527858,-7669612528.62937,0,0,0,0,-14189759.554994,-3694656.26967379,-2216793.76180428,-3268773526.40343,0,0,-691442.098797563,-661018646.450471,-189208191.463819,0,-107654551.226531,0,0,-47910858.8348136,0,-510358351.994616,-12256001.1578074,-2135112.4149683
"LSO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LTU",0,0,3472527.97951903,14956809.0419328,0,0,0,0,0,0,0,0,4185966.89534227,0,0,0,0,0,0,0,288869973.474831,0,0,0,11854772.5421663,0,0,0,0,0,0,1529899.42638254,59192205.3867756,0,0,0,0,1134269.5579126,0,0,102008778.492283,0,0,0,0,0,0,0,0,0,0,0,53981466.1911308,0,7936160.41975177,36838505.9963301,0,0,0,0,0,176341366.805963,930337.957651087,0,0,0,0,0,0,0,0,39730032.9615031,16210926921.174,332172882.619579,0,0,7146366175.66173,0,0,0,0,0,0,205071535.280984,0,160872.978154028,4376501.11293593,0,0,0,0,0,12827125.7171086,29223614.2196919,0,0,0,0,0,6374692255.83548,0,0,0,6454493210.7664,0,0,0,0,0,0,0,0,132524096.572037,0,0,0,0,0,257538038.299573,0,30875180.3016821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161533427.846758,0,869996859.894647,0,0,0,0,0,0,378389.074329029,668970915.880803,0,0,0,0,0,533008.663588641,0,0,11820506927.0582,0,0,803845265.692948,0,0,0,0
"LUX",0,0,0,0,0,0,0,0,0,0,0,0,5412670984.71832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549909.31116723,0,0,0,0,0,327808.083452712,0,0,0,0,0,0,0,0,0,0,0,0,1246207.02661713,0,2867561.43387598,0,10485758.8489467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1493638704.96508,0,0,0,5298962.66548878,0,0,0,0,0,0,0,0,0,0,126034.543120747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2054210.57197605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2410410.30434303,0,0,0,0,0,0,0
"MDG",0,0,0,-176329.44554764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-165399958.747779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-171249688.103822,-542213.045058992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-352658.89109528,0,0,0,0,-903688.408431654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46107700.9906308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-180737.681686331,0,0,0,0,0,-352658.89109528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2542023.32671416,0,0,0,0,0,0,0
"MWI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYS",1423074.57938519,0,6041292.13301289,3091259700.39187,713534.857095944,0,0,0,0,153251893.491217,0,0,12983945.7152325,918136467.295346,1497134.76390843,0,0,0,0,0,0,0,0,0,206482702.52139,19610074.47733,0,0,1722008.33849459,0,0,3157878.11255695,328633952.184499,0,0,0,1093292397.34806,0,0,1958505.93243376,70821381.2462348,0,1420037445.68719,161399119.403984,0,63165590.6452559,0,5727510.67776798,0,0,0,0,8027603.85190513,0,44252700.4120333,158516996.210312,0,0,8546680756.17592,0,115696791.441309,541009628.666873,1145031.33249365,46587900.8104157,35885081.6250646,122490831.771818,0,0,0,0,109333314.968509,1674053.4279508,0,1829558.5785024,273343217.57045,23416755126.7398,56854537.7470495,0,0,45629625.4871084,0,0,0,1461717076.90104,0,275448780.639222,196805994.449178,0,0,18698628.0864048,0,0,581289.685065344,3049420.61422872,118413712.04106,205579612.150697,88038636.802128,0,0,431158922.333393,0,2167340468.27432,0,7587303.94540846,0,0,0,71535995.9840986,0,52986731.4331839,167689614.526849,0,536590307.535781,102993341.7126,0,27463494.1514505,0,0,159801.606846549,28464734.0738156,3928711893.37792,0,0,0,0,0,0,0,0,476009811.035107,49896363893.6318,0,0,1141149.91348314,71827905.4195191,0,0,0,11395766.3105178,1051867209.98565,0,5023104.9412031,0,0,0,3272887766.05723,0,0,90756092.5434302,2051546370.44938,808183.175231455,0,0,47498211.1269572,0,896592392.207875,0,0,42536549362.1921,0,0,0,0,3065651071.86996,0,0
"MLI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2830447454.32801,0,0,0,0,0,0,0,0,0,0,0,0,0,-90946311.912083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20092027.5198452,-163766.23545898,0,0,0,44096803.8188202,0,0,509446867.572819,0,0,0,0,0,-158707.128325306,0,0,0,-7435640.94020271,0,-1313404.40382569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714632549.83875,0,0,0,0,0,0,0,0,0,-410029.256558606,0,0,-197807268.362757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76963372.1382696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1474630.69291806,0,0,-6697.28106366953,0,0,0,0,0,0,0,0,0,58706273.8920716,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUS",0,0,0,0,0,0,-38246.4642367288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19769586.9990696,0,0,0,0,0,0,0,-107967436.438807,0,-125289353.375681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445570893.762072,0,0,0,-784052.51685294,0,0,0,0,0,0,0,0,0,-8903393.37317854,0,0,0,0,0,-1242906.43873911,0,0,0,0,-4806823.91718844,0,0,0,0,0,0,0,0,0,0,-666106225.488324,-5810145.7974365,-241761.186537046,-324213.92989834,0,0,0,0,0,0,-294000.25964087,0,0,0,0,0,0,0,0,0,0,0,-876870.155671343,0,0,0,0,0,0,0,0,0,0,0,0,-415010.414102607,0,0,0,0,0,-19123.2321183644,0,0,0,0,-14842322.9966696,0,-56592.3291958101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-298612.638119283,0,0,-457817.432340463,-114117.49898276,0,0,0,0,0,0,-48134419.029378,-77208779.9782027
"MEX",0,0,-630554146666.667,0,-1051900000,-6483333.33333333,-19373333.3333333,-14240000,0,0,0,0,-1186666.66666667,0,0,-1674606666.66667,0,0,-1293713333.33333,0,0,0,0,0,-1422406666.66667,0,0,0,-5212633333.33333,-50946666.6666667,-63679433333.3333,-5186666.66666667,0,-21312670000,0,-15692970000,-51373436666.6667,0,-61233333.3333333,0,0,0,0,-22305256666.6667,-15102733333.3333,-8876666.66666667,-35070886666.6667,0,0,0,0,0,0,-286786666.666667,0,0,0,-327006666.666667,0,0,-97869313333.3333,0,0,-2192703333.33333,-4894213333.33333,-23913250000,0,-3340000,-3600000,-2226666.66666667,0,-318570000,-303216666.666667,-168844803333.333,-4539110000,-93096666.6666667,0,0,-44971106666.6667,0,0,0,0,0,0,0,-71933580000,0,-24876666.6666667,0,0,0,0,0,0,0,0,0,-31546666.6666667,-78011466666.6667,0,0,0,-100430000,-7780000,-13230583333.3333,0,0,0,0,0,-383220000,-116785340000,0,0,-85348943333.3333,0,0,0,0,0,0,0,-16770000,0,0,0,0,0,0,-2466666.66666667,0,0,0,0,-31611613333.3333,-616373333.333333,-2400000,0,0,0,-1230000,-265288043333.333,0,0,0,0,0,0,-15563073333.3333,0,-2323333.33333333,0,0,0,0,-3912496666.66667,-31745706666.6667,-1243252850000,-1360646666.66667,0,-38546150000,0,0,0,0
"MNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-184218.085224935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25120647.9852184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-741947.219280592,0,0,0,0,0,0,0,0,0
"MNE",0,-6482704.64328502,0,0,0,0,0,-132609.761195631,0,0,0,0,0,0,0,0,-10891889.3590281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-132609.761195631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10134843.751528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-441872.814631393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
