"iso3","Country.x","Year","Value"
"ITA","Italy",0,25274167956666.7
"JAM","Jamaica",0,644511273333.333
"JOR","Jordan",0,3904729051666.67
"JPN","Japan",0,20046333615000
"KAZ","Kazakhstan",0,420123426666.667
"KEN","Kenya",0,5749962170000
"KGZ","Kyrgyzstan",0,1161793851666.67
"KHM","Cambodia",0,196841106666.667
"KIR","Kiribati",0,16082096666.6667
"KNA","Saint Kitts and Nevis",0,6894980000
"KOR","Republic of Korea",0,14908601390000
"KWT","Kuwait",0,1683621046666.67
"LAO","Lao People's Democratic Republic",0,52146376666.6667
"LBN","Lebanon",0,3356689970000
"LBR","Liberia",0,231958933333.333
"LBY","Libya",0,4530142246666.67
"LCA","Saint Lucia",0,44948308333.3333
"LKA","Sri Lanka",0,3537382321666.67
"LSO","Lesotho",0,162959046666.667
"LTU","Lithuania",0,609740685000
"LUX","Luxembourg",0,517982475000
"LVA","Latvia",0,2215711475000
"MAC","Macao SAR, China",0,103134363333.333
"MAR","Morocco",0,14619769091666.7
"MDA","Republic of Moldova",0,183751381666.667
"MDG","Madagascar",0,692811875000
"MDV","Maldives",0,113198823333.333
"MEX","Mexico",0,16432805515000
"MKD","The former Yugoslav Republic of Macedonia",0,521096468333.333
"MLI","Mali",0,1123013946666.67
"MLT","Malta",0,223667571666.667
"MMR","Myanmar",0,1584785900000
"MNE","Montenegro",0,326738536666.667
"MNG","Mongolia",0,333447988333.333
"MOZ","Mozambique",0,2266806553333.33
"MRT","Mauritania",0,1876873261666.67
"MUS","Mauritius",0,587463685000
"MWI","Malawi",0,699146545000
"MYS","Malaysia",0,5668214555000
"NAM","Namibia",0,445845841666.667
"NCL","New Caledonia",0,125325200000
"NER","Niger",0,254089591666.667
"NGA","Nigeria",0,15993075800000
"NIC","Nicaragua",0,664408373333.333
"NLD","Netherlands",0,21509495068333.3
"NOR","Norway",0,1577048390000
"NPL","Nepal",0,566513951666.667
"NZL","New Zealand",0,1920848660000
"OMN","Oman",0,2545810388333.33
"PAK","Pakistan",0,58304083333.3333
"PAN","Panama",0,715346573333.333
"PER","Peru",0,6488689355000
"PHL","Philippines",0,16982196696666.7
"PNG","Papua New Guinea",0,833070260000
"POL","Poland",0,3435508476666.67
"PRK","Democratic People's Republic of Korea",0,2.66561e+11
"PRT","Portugal",0,5586940598333.33
"PRY","Paraguay",0,78945663333.3333
"PSE","Occupied Palestinian Territory",0,221974633333.333
"PYF","French Polynesia",0,83677483333.3333
"QAT","Qatar",0,706692316666.667
"ROU","Romania",0,5663624838333.33
"RUS","Russian Federation",0,1904000431666.67
"RWA","Rwanda",0,392563070000
"SAU","Saudi Arabia",0,11222497980000
"SDN","Sudan",0,7339375773333.33
"SEN","Senegal",0,2229727675000
"SGP","Singapore",0,1463558351666.67
"SLB","Solomon Islands",0,61005763333.3333
"SLE","Sierra Leone",0,206326173333.333
"SLV","El Salvador",0,1137294261666.67
"SOM","Somalia",0,1368186410000
"SRB","Serbia",0,134934481666.667
"SSD","South Sudan",0,103486066666.667
"STP","Sao Tome and Principe",0,34566405000
"SUR","Suriname",0,86447260000
"SVK","Slovakia",0,777581121666.667
"SVN","Slovenia",0,785682500000
"SWE","Sweden",0,1416760905000
"SWZ","Swaziland",0,71855526666.6667
"SYC","Seychelles",0,23111940000
"SYR","Syrian Arab Republic",0,2368009843333.33
"TCD","Chad",0,173075140000
"TGO","Togo",0,514181598333.333
"THA","Thailand",0,14054417373333.3
"TJK","Tajikistan",0,3663275666666.67
"TKM","Turkmenistan",0,231194556666.667
"TLS","Timor-Leste",0,76658120000
"TON","Tonga",0,20165893333.3333
"TTO","Trinidad and Tobago",0,456636333333.333
"TUN","Tunisia",0,6587229580000
"TUR","Turkey",0,15919880371666.7
"TUV","Tuvalu",0,2093656666.66667
"TWN","Taiwan",0,4827250508333.33
"TZA","United Republic of Tanzania",0,2957563220000
"UGA","Uganda",0,1667158230000
"UKR","Ukraine",0,159594351666.667
"URY","Uruguay",0,104121403333.333
"USA","United States of America",0,15521726615000
"UZB","Uzbekistan",0,7896052186666.67
"VCT","Saint Vincent and the Grenadines",0,93678766666.6667
"VEN","Venezuela (Bolivarian Republic of)",0,4302186123333.33
"VNM","Viet Nam",0,13273817193333.3
"VUT","Vanuatu",0,52642896666.6667
"YEM","Yemen",0,10663632260000
"ZAF","South Africa",0,6030464140000
"ZMB","Zambia",0,172260741666.667
"ZWE","Zimbabwe",0,868357400000
