"","X11.1","X12.1","X19.1","X20.1","X41.1","X42.1","X49.1","X50.1","X61.1","X62.1","X63.1","X64.1","X65.1","X69.1","X81.1","X89.1","X91.1","X92.1","X99.1","X101.1","X109.1","X111.1","X121.1","X122.1","X123.1","X124.1","X129.1","X131.1","X132.1","X139.1","X151.1","X159.1","X160.1","X171.1","X172.1","X179.1","X181.1","X182.1","X183.1","X189.1","X190.1","X201.1","X202.1","X209.1","X211.1","X212.1","X219.1","X221.1","X222.1","X223.1","X229.1","X230.1","X241.1","X242.1","X249.1","X251.1","X259.1","X261.1","X262.1","X269.1","X271.1","X279.1","X280.1","X291.1","X292.1","X299.1","X300.1","X311.1","X319.1","X321.1","X329.1","X331.1","X339.1","X341.1","X342.1","X350.1","X361.1","X362.1","X363.1","X364.1","X369.1","X371.1","X372.1","X373.1","X379.1","X380.1","X391.1","X392.1","X393.1","X394.1","X399.1","X401.1","X402.1","X409.1","X411.1","X419.1","X421.1","X422.1","X423.1","X429.1","X441.1","X451.1","X452.1","X459.1","X460.1","X471.1","X472.1","X473.1","X479.1","X481.1","X482.1","X483.1","X484.1","X485.1","X486.1","X487.1","X488.1","X489.1","X491.1","X499.1","X500.1","X511.1","X512.1","X513.1","X519.1","X531.1","X532.1","X539.1","X540.1","X551.1","X559.1","X560.1","X11.2","X12.2","X19.2","X20.2","X41.2","X42.2","X49.2","X50.2","X61.2","X62.2","X63.2","X64.2","X65.2","X69.2","X81.2","X89.2","X91.2","X92.2","X99.2","X101.2","X109.2","X111.2","X121.2","X122.2","X123.2","X124.2","X129.2","X131.2","X132.2","X139.2","X151.2","X159.2","X160.2","X171.2","X172.2","X179.2","X181.2","X182.2","X183.2","X189.2","X190.2","X201.2","X202.2","X209.2","X211.2","X212.2","X219.2","X221.2","X222.2","X223.2","X229.2","X230.2","X241.2","X242.2","X249.2","X251.2","X259.2","X261.2","X262.2","X269.2","X271.2","X279.2","X280.2","X291.2","X292.2","X299.2","X300.2","X311.2","X319.2","X321.2","X329.2","X331.2","X339.2","X341.2","X342.2","X350.2","X361.2","X362.2","X363.2","X364.2","X369.2","X371.2","X372.2","X373.2","X379.2","X380.2","X391.2","X392.2","X393.2","X394.2","X399.2","X401.2","X402.2","X409.2","X411.2","X419.2","X421.2","X422.2","X423.2","X429.2","X441.2","X451.2","X452.2","X459.2","X460.2","X471.2","X472.2","X473.2","X479.2","X481.2","X482.2","X483.2","X484.2","X485.2","X486.2","X487.2","X488.2","X489.2","X491.2","X499.2","X500.2","X511.2","X512.2","X513.2","X519.2","X531.2","X532.2","X539.2","X540.2","X551.2","X559.2","X560.2"
"131",56278400,6548000,321081400,0,8687200,0,0,123793600,75642200,0,0,4361200,0,0,6237200,0,1127600,4747200,0,0,0,2480800,58209000,41666400,36636400,2207600,89798200,1803639400,10995000,460783600,0,0,0,145511800,0,258335600,0,0,90462800,11159200,65154600,58878000,0,0,0,26394000,23820400,3782800,0,119450000,1309800,0,0,19415400,28075000,15409200,0,12671400,5148000,0,6544400,0,221217000,34825000,0,10945000,0,1868800,0,0,0,0,0,8672200,0,0,0,0,9281200,0,10859000,130309000,42737000,134652600,73841800,0,86601200,0,51687000,0,0,4430600,0,0,3445200,0,0,0,18302000,52123600,0,2399400,39108000,25597000,0,6283000,89044600,6643200,19406000,0,0,0,42628400,0,12949800,0,19350200,145511800,0,0,0,6750200,244200,22428400,46403000,4614400,0,0,60682800,20530400,101623600,200,56276956.0975887,6547832.00174509,321073162.199926,0,8686977.11752595,0,0,123790423.899088,75640259.2917535,0,0,4361088.10720994,0,0,6237039.97576122,0,1127571.06981792,4747078.20383083,0,0,0,2480736.35154692,58207506.5652993,41665330.9892351,36635460.0410406,2207543.36088156,89795896.0994358,1803593125.06541,10994717.907634,460771777.94125,0,0,0,145508066.687772,0,258328972.032684,0,0,90460479.0481774,11158913.6948494,65152928.3660508,58876489.4011526,0,0,0,26393322.824383,23819788.8537521,3782702.94688474,0,119446935.340325,1309766.39521773,0,0,19414901.8702935,28074279.6959367,15408804.6550535,0,12671074.8972072,5147867.92073667,0,6544232.09410821,0,221211324.363171,34824106.5150844,0,10944719.1904551,0,1868752.05327752,0,0,0,0,0,8671977.50237229,0,0,0,0,9280961.87761095,0,10858721.3969074,130305656.737233,42735903.5214691,134649145.295996,73839905.4835767,0,86598978.1230187,0,51685673.8964872,0,0,4430486.32665421,0,0,3445111.608493,0,0,0,18301530.4361543,52122262.6948931,0,2399338.43997971,39106996.6286266,25596343.2725518,0,6282838.80069706,89042315.4341158,6643029.55925366,19405502.1114638,0,0,0,42627306.3077566,0,12949467.7544592,0,19349703.5430922,145508066.687772,0,0,0,6750026.81401645,244193.734701611,22427824.5674923,46401809.465024,4614281.61100375,0,0,60681243.0964412,20529873.2633823,101620992.701976,199.994868715488
"132",529800,0,1774400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5662800,587000,581600,1978400,1932000,4007200,4664800,2005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753400,536800,680000,1645800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049200,553600,7842000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529800,0,1774400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5662800,587000,581600,1978400,1932000,4007200,4664800,2005600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1753400,536800,680000,1645800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049200,553600,7842000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",2577800,0,489082400,0,0,0,0,37841800,42448200,0,3400,0,0,0,0,0,2867200,0,0,0,0,0,41066800,59080000,102075400,4124400,299710800,306836600,41025600,657381800,0,0,0,119017800,0,0,0,0,0,0,0,0,0,0,0,0,13578400,600,0,0,0,0,0,2746600,0,0,0,43751200,0,0,26683000,0,52193200,0,0,0,0,0,0,0,0,0,0,4340800,0,0,0,6958600,78398200,0,8575600,13383600,225647400,18507600,13492600,0,0,0,0,0,0,0,0,0,0,0,4791000,0,0,4444800,0,0,0,185319000,0,0,0,0,17022800,0,0,0,35691600,0,0,0,0,0,0,0,0,0,0,0,65436800,3692400,0,0,942600,0,0,0,2577688.57924958,0,489061260.296367,0,0,0,0,37840164.3565237,42446365.2532012,0,3399.85304113918,0,0,0,0,0,2867076.07045713,0,0,0,0,0,41065024.9617219,59077446.3736772,102070987.975146,4124221.73025718,299697845.54184,306823337.542001,41023826.7425175,657353385.85869,0,0,0,119012655.670498,0,0,0,0,0,0,0,0,0,0,0,0,13577813.0981777,599.974066083384,0,0,0,0,0,2746481.28317437,0,0,0,43749308.9333789,0,0,26681846.6755049,0,52190944.0431721,0,0,0,0,0,0,0,0,0,0,4340612.37675792,0,0,0,6958299.22707973,78394811.3793639,0,8575229.33517445,13383021.518056,225637646.798573,18506800.0424081,13492016.8067278,0,0,0,0,0,0,0,0,0,0,0,4790792.91767582,0,0,4444607.88154571,0,0,0,185310989.920844,0,0,0,0,17022064.220207,0,0,0,35690057.2950362,0,0,0,0,0,0,0,0,0,0,0,65433971.6124753,3692240.40267714,0,0,942559.257816996,0,0,0
"151",0,0,400400,0,200,0,0,90800,1915200,0,0,2800,0,0,200,1200,0,200,0,0,0,200,200,0,0,200,200,200,0,0,253315600,15218600,284800,0,0,200,0,195200,0,0,0,388400,0,0,0,0,0,0,0,0,0,0,200,0,0,200,86800,57600,0,162200,15000,0,0,0,185600,0,457000,0,0,200,347400,0,0,0,0,0,0,200,272400,0,200,200,0,0,200,0,0,0,0,0,103200,0,0,0,1113200,323600,0,200,200,0,0,0,0,0,0,0,200,1600,279600,127400,0,0,1400,0,200,0,0,220200,355400,0,0,0,0,122200,70200,1084000,322800,0,276000,0,0,0,0,0,400400,0,200,0,0,90800,1915200,0,0,2800,0,0,200,1200,0,200,0,0,0,200,200,0,0,200,200,200,0,0,253315600,15218600,284800,0,0,200,0,195200,0,0,0,388400,0,0,0,0,0,0,0,0,0,0,200,0,0,200,86800,57600,0,162200,15000,0,0,0,185600,0,457000,0,0,200,347400,0,0,0,0,0,0,200,272400,0,200,200,0,0,200,0,0,0,0,0,103200,0,0,0,1113200,323600,0,200,200,0,0,0,0,0,0,0,200,1600,279600,127400,0,0,1400,0,200,0,0,220200,355400,0,0,0,0,122200,70200,1084000,322800,0,276000,0,0,0
"159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4829600,37730200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4829600,37730200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"160",0,0,0,0,0,0,0,0,15342800,3214000,0,11142600,0,0,910800,0,2251400,0,0,0,0,0,0,0,0,0,0,20884400,0,0,0,0,77255000,0,0,20780200,0,0,0,0,4187400,0,0,0,0,0,0,0,0,0,0,0,0,0,6489200,0,0,0,0,0,0,0,0,0,0,0,8800,0,0,600,8777600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40482800,0,0,0,0,0,0,2506800,54227200,0,0,11235200,0,0,0,0,0,0,0,0,0,0,0,0,0,25321800,0,0,0,0,0,152800,790600,0,0,0,0,0,0,0,4736600,0,0,0,0,0,0,0,0,0,0,0,0,15342800,3214000,0,11142600,0,0,910800,0,2251400,0,0,0,0,0,0,0,0,0,0,20884400,0,0,0,0,77255000,0,0,20780200,0,0,0,0,4187400,0,0,0,0,0,0,0,0,0,0,0,0,0,6489200,0,0,0,0,0,0,0,0,0,0,0,8800,0,0,600,8777600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40482800,0,0,0,0,0,0,2506800,54227200,0,0,11235200,0,0,0,0,0,0,0,0,0,0,0,0,0,25321800,0,0,0,0,0,152800,790600,0,0,0,0,0,0,0,4736600,0,0,0,0
"171",3485000,0,6215200,0,24051200,1509600,0,26237600,189809600,4599000,2833000,59592200,4442400,12868200,31622800,1573400,2112800,2187600,8461000,0,0,717200,8871600,85044600,38987000,13544000,86098800,55104200,0,6559200,4364000,0,8750400,3670161800,24462200,201815600,83656600,92387000,11269200,61571000,113696400,12358000,0,12299200,11120000,8857600,43646400,2604400,0,9286400,1057000,0,26237600,30610600,21573200,21207600,15305200,71418800,85967600,23878400,87524800,21813800,26237600,6224200,18119400,21281000,0,15436200,2278400,6895000,0,6625800,0,40937200,15953000,1940200,15819600,6381600,123824200,876200,26082400,32606400,2109800,6548400,13529600,758400,39334600,54274800,37113200,6397600,48211600,4140600,4027000,3779600,62438600,1228600,30359200,2216800,0,140596600,639600,0,7017800,21456200,239000,7352800,10377800,2213600,2128000,2002400,0,37400,102724800,0,39721600,17232800,17059400,12658000,43821200,0,0,10420800,1117000,8327800,31218400,57225200,0,6750200,10000,89068000,550990400,12679200,3484772.76487262,0,6214794.74554844,0,24049631.7711634,1509501.5683936,0,26235889.2096476,189797223.699101,4598700.12787638,2832815.27772859,59588314.3640867,4442110.33878626,12867360.9448878,31620738.0743225,1573297.40839328,2112662.23748146,2187457.3602397,8460448.31092891,0,0,717153.235858434,8871021.53826225,85039054.771732,38984457.9007429,13543116.8801821,86093186.033921,55100606.9985922,0,6558772.31545265,4363715.45076158,0,8749829.44095879,3669922491.62579,24460604.9724152,201802440.862676,83651145.2745604,92380976.0195945,11268465.2057109,61566985.3388729,113688986.566446,12357194.2118496,0,12298398.0458311,11119274.9341129,8857022.45111498,43643554.0903117,2604230.18330969,0,9285794.49173977,1056931.07961847,0,26235889.2096476,30608604.0735753,21571793.3460976,21206217.1845947,15304202.043308,71414143.225218,85961994.5886552,23876843.0383743,87519093.0533496,21812377.6580713,26235889.2096476,6223794.15871454,18118218.5468674,21279612.3986382,0,15435193.5016146,2278251.43973767,6894550.42002775,0,6625367.97288178,0,40934530.7403568,15951959.8043079,1940073.49165161,15818568.5024904,6381183.89564164,123816126.195736,876142.868459509,26080699.3292722,32604273.9398975,2109662.43309276,6547973.01965334,13528717.8191164,758350.549463241,39332035.2359135,54271261.0785964,37110780.0795611,6397182.85238137,48208456.4220754,4140330.01728309,4026737.424431,3779353.55584292,62434528.7680848,1228519.89065208,30357220.4658023,2216655.45628971,0,140587432.572077,639558.29567074,0,7017342.41300519,21454800.9749383,238984.416299729,7352320.5697433,10377123.3283487,2213455.66494176,2127861.2463842,2002269.43597731,0,37397.5613791208,102718101.956094,0,39719010.0020557,17231676.3565271,17058287.6628603,12657174.6507196,43818342.6926933,0,0,10420120.5245867,1116927.16739246,8327256.99607065,31216364.4427258,57221468.7014028,0,6749759.86153319,9999.34796233177,89062192.4308966,550954473.350437,12678373.2683997
"172",366200,0,1963000,0,0,0,0,3948400,2934800,7800,648800,0,0,0,0,0,0,200,0,0,0,0,43800,1726800,0,6586400,2257000,2214000,0,123000,0,0,0,8894400,20137800,19796800,0,4321600,0,45887400,2241400,6129600,0,760800,0,5787600,10125600,0,0,1097800,0,0,11200,427600,1625000,0,0,3015600,2290400,1256800,0,0,8085800,19516400,91831800,28424200,5623200,1822200,593400,0,0,0,0,0,0,0,764400,0,0,0,1929600,0,0,1392200,6559400,0,2289800,2154600,1811200,9457000,0,0,0,0,0,0,0,417200,0,2400000,0,0,0,60200,0,26237600,1723400,0,2117400,246000,0,0,0,0,0,0,0,0,0,0,0,773600,520800,6629600,0,2292800,0,0,0,621000,1617400,0,366200,0,1963000,0,0,0,0,3948400,2934800,7800,648800,0,0,0,0,0,0,200,0,0,0,0,43800,1726800,0,6586400,2257000,2214000,0,123000,0,0,0,8894400,20137800,19796800,0,4321600,0,45887400,2241400,6129600,0,760800,0,5787600,10125600,0,0,1097800,0,0,11200,427600,1625000,0,0,3015600,2290400,1256800,0,0,8085800,19516400,91831800,28424200,5623200,1822200,593400,0,0,0,0,0,0,0,764400,0,0,0,1929600,0,0,1392200,6559400,0,2289800,2154600,1811200,9457000,0,0,0,0,0,0,0,417200,0,2400000,0,0,0,60200,0,26237600,1723400,0,2117400,246000,0,0,0,0,0,0,0,0,0,0,0,773600,520800,6629600,0,2292800,0,0,0,621000,1617400,0
"179",16115600,0,36616800,0,0,4659200,0,0,45887400,0,0,5463400,0,0,36540200,0,0,0,0,0,0,0,2267600,47437600,790400,11514600,7307000,7644800,0,0,0,0,0,695297200,19360400,245653600,0,14369600,9061200,0,383968000,27562600,0,22656200,16340600,15620000,107220000,14286800,0,0,0,0,0,0,7544600,14487600,37170000,28032800,31227200,5954800,8745800,49971800,9053000,43032000,27018200,85309400,0,63584800,83085800,0,0,0,0,92470200,6252600,0,0,0,63506000,0,14746800,0,0,7746400,42163800,0,41105600,18758600,12913800,67229600,118069400,0,0,16204000,16108600,0,7316000,16960800,0,53918400,0,0,0,9642400,23115400,0,29895600,0,18029000,0,0,0,21928200,0,84577000,83569000,32526000,46058000,0,0,0,0,0,0,28087400,0,0,0,0,80895000,58577800,0,16114495.4181028,0,36614290.2421,0,0,4658880.65303337,0,0,45884254.8244341,0,0,5463025.53223354,0,0,36537695.4923528,0,0,0,0,0,0,0,2267444.57606852,47434348.5719299,790345.825068161,11513810.775974,7306499.16975336,7644276.01654995,0,0,0,0,0,695249543.524269,19359073.0157511,245636762.617617,0,14368615.0909659,9060578.93485276,0,383941682.388375,27560710.8274591,0,22654647.1178002,16339479.9963421,15618929.3871011,107212651.016964,14285820.7661738,0,0,0,0,0,0,7544082.88437405,14486607.0031092,37167452.325131,28030878.5994063,31225059.651529,5954391.85110816,8745200.55273421,49968374.8749255,9052379.49689027,43029050.5368587,27016348.1412659,85303552.7948758,0,63580441.8241321,83080105.2029963,0,0,0,0,92463861.9853465,6252171.4395511,0,0,0,63501647.2251754,0,14745789.2372408,0,0,7745869.05276822,42160910.0442927,0,41102782.5745468,18757314.2638204,12912914.8731847,67224992.0053169,118061307.386517,0,0,16202889.3590644,16107495.8978909,0,7315498.55288293,16959637.4871155,0,53914704.3703886,0,0,0,9641739.09873133,23113815.6437001,0,29893550.9209359,0,18027764.2714497,0,0,0,21926697.0157637,0,84571202.9944204,83563272.0839083,32523770.630272,46054843.1313125,0,0,0,0,0,0,28085474.8570591,0,0,0,0,80889455.3629667,58573785.0097138,0
"181",0,0,0,0,0,0,0,25600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103400,0,0,4789000,0,0,30200,2595000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,2042600,0,0,0,2790400,0,0,0,0,0,2056400,0,0,568600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103400,0,0,4789000,0,0,30200,2595000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,2042600,0,0,0,2790400,0,0,0,0,0,2056400,0,0,568600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"182",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14724600,0,27303000,0,41275400,4599200,0,0,0,0,0,0,0,8041600,0,0,0,0,0,0,0,0,0,0,11657600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873400,0,0,34144800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14724600,0,27303000,0,41275400,4599200,0,0,0,0,0,0,0,8041600,0,0,0,0,0,0,0,0,0,0,11657600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873400,0,0,34144800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646800,0,1466000,0,4378800,3606800,1867200,501200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655800,0,0,0,0,0,0,0,0,107763000,2898600,0,25221200,7366800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646800,0,1466000,0,4378800,3606800,1867200,501200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655800,0,0,0,0,0,0,0,0,107763000,2898600,0,25221200,7366800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",0,0,9901600,0,0,0,0,0,34940400,0,0,51818000,0,0,0,0,8871600,0,0,2222800,0,0,0,16490200,9350200,0,136989600,8555000,0,27514000,0,0,0,1382575200,9124600,142155400,0,43680600,2362200,1120148600,169669200,16182000,0,158205200,6388200,14999400,123812800,0,0,5616200,0,0,0,0,0,13815800,0,21333200,24845000,7054200,82498200,7714000,678400,7170600,2109200,0,0,80249000,25920400,0,0,9060800,0,0,0,20635400,6840400,0,119227000,0,29584400,1203800,0,15548600,15504400,0,0,13757000,1595808200,22990200,91713200,20300600,0,0,0,0,0,4627800,1731600,53138600,0,0,0,26273600,0,0,167541600,0,0,0,0,0,14204800,4219400,82674800,28236200,4296400,22724600,0,0,0,0,0,0,0,7524600,0,0,3542400,159200,566400,0,0,0,9901542.91716597,0,0,0,0,0,34940198.5682057,0,0,51817701.2686542,0,0,0,0,8871548.85512742,0,0,2222787.1855333,0,0,0,16490104.9338138,9350146.0959931,0,136988810.253434,8554950.68032994,0,27513841.3814843,0,0,0,1382567229.43861,9124547.39657961,142154580.472539,0,43680348.1808556,2362186.38189075,1120142142.33087,169668221.855177,16181906.7105902,0,158204287.945264,6388163.17195601,14999313.5282923,123812086.217832,0,0,5616167.62254459,0,0,0,0,0,13815720.3517595,0,21333077.0138649,24844856.7682989,7054159.33245862,82497724.3969603,7713955.52870429,678396.089016462,7170558.66141132,2109187.84043856,0,0,80248537.3636233,25920250.568606,0,0,9060747.76438732,0,0,0,20635281.0366897,6840360.56501799,0,119226312.65502,0,29584229.4456053,1203793.06007962,0,15548510.3621482,15504310.6169617,0,0,13756920.6907421,1595799000.148,22990067.4612415,91712671.2723829,20300482.9668154,0,0,0,0,0,4627773.32068158,1731590.01730676,53138293.6553805,0,0,0,26273448.5324041,0,0,167540634.120814,0,0,0,0,0,14204718.1091702,4219375.67511212,82674323.3788593,28236037.2179932,4296375.23120626,22724468.9924285,0,0,0,0,0,0,0,7524556.62059739,0,0,3542379.57802464,159199.082210231,566396.734697706,0
"190",0,0,139983200,0,10850000,0,1400,20515000,112452200,10726200,2757000,78814800,3126200,6413000,34551800,0,24059600,4296600,0,15303400,0,0,8245600,28246000,4805400,27946400,72178800,55400600,30621400,6055200,6264000,0,787600,780909800,6589400,102800400,0,6335400,28130000,88032000,2527057400,78740600,16955600,109496600,54681000,33926200,6348400,9096200,0,13893400,11461800,2538000,0,4423600,0,96848600,10285200,131168600,72782400,6595200,52389000,31237600,2270800,112203000,17569800,104987400,0,131234200,209318600,4822000,10216200,2357400,0,140048600,8328200,26782800,1809000,23676800,8868200,4614400,13455200,6600,0,1523600,13123600,2512000,50306400,50934200,3739200,133419200,43593800,125033400,9466200,89676800,20298400,0,8315400,15423400,12651400,62791200,843000,0,1665400,21003600,774200,83115000,40129200,1496600,22484800,26246800,0,0,181713400,42246400,43744800,118110800,12322600,214349200,52885200,0,5527600,0,13403600,0,400,33685600,0,33442800,0,236231000,273409600,0,0,0,139976530.470801,0,10849483.049453,0,1399.93329670361,20514022.5584819,112446842.191124,10725688.9479302,2756868.64215133,78811044.8521686,3126051.05153917,6412694.45125734,34550153.7721743,0,24058453.6752645,4296395.28758339,0,15302670.8662672,0,0,8245207.13664237,28244654.2133502,4805171.04569968,27945068.4878556,72175361.0257935,55397960.4266845,30619941.0369143,6054911.49871409,6263701.55039389,0,787562.474631262,780872593.387257,6589086.046642,102795502.053179,0,6335098.14852577,28128659.7401948,88027805.6967233,2526936997.81519,78736848.3874433,16954792.1468484,109491383.011312,54678394.7121788,33924583.5790187,6348097.52913802,9095766.6096253,0,13892738.0460157,11461253.9001125,2537879.0764527,0,4423389.23664151,0,96843985.6279498,10284709.9594686,131162350.444284,72778932.2671437,6594885.77029977,52386503.915004,31236111.6779349,2270691.80725326,112197654.064311,17568962.8831594,104982397.853101,0,131227947.318758,209308626.970989,4821770.25478916,10215713.2469882,2357287.68117793,0,140041927.354804,8327803.20114789,26781523.927824,1808913.80981203,23675671.9138515,8867777.47273357,4614180.14593511,13454558.9241475,6599.68554160275,0,1523527.40775545,13122974.7232997,2511880.3152282,50304003.1409219,50931773.229258,3739021.8450244,133412843.213971,43591722.96417,125027442.757187,9465748.98089697,89672527.329879,20297432.8784347,0,8315003.8110066,15422665.1488418,12650797.2213686,62788208.2999828,842959.835086533,0,1665320.65166443,21002599.2790315,774163.113077099,83111039.9682292,40127288.0357705,1496528.69417616,22483728.7069439,26245549.4656575,0,0,181704742.226588,42244387.1613283,43742715.769743,118105172.585929,12322012.8871143,214338987.286987,52882680.27345,0,5527336.63632778,0,13402961.3826404,0,399.980941915318,33683995.0424566,0,33441206.610714,0,236219744.723994,273396573.341726,0
"201",168400,200,497000,0,171400,0,0,163800,2597600,200,200,239400,200,670200,0,0,10200,392200,236000,0,0,0,200,454000,200,200,967000,449600,0,40000,836600,0,0,428800,0,393400,0,50800,0,338600,558600,26275400,23690600,1027000,0,344000,200,0,0,0,525600,200,200,200,0,451200,125000,522400,828400,412600,1000,618400,2431400,2469200,1299200,28141600,559800,496600,1607600,750800,200,0,91200,517000,0,554600,0,187000,574800,10400,581000,0,0,51600,503200,506600,0,0,200,0,0,51000,0,0,265200,179000,9200,0,0,476400,0,10000,0,487800,0,574800,200,0,0,200,0,0,1048400,0,4368400,0,370400,501600,0,0,200,72800,0,263000,0,1000,0,0,200,1820600,573800,122400,168351.718174522,199.942658164515,496857.50553882,0,171350.858046989,0,0,163753.037036738,2596855.24424072,199.942658164515,199.942658164515,239331.361822925,199.942658164515,670007.84750929,0,0,10197.0755663903,392087.552660614,235932.336634128,0,0,0,199.942658164515,453869.834033449,199.942658164515,199.942658164515,966722.752225431,449471.09555383,0,39988.531632903,836360.139102167,0,0,428677.05910472,0,393287.208609601,0,50785.4351737868,0,338502.920272524,558439.844253491,26267866.6016795,23683807.6875613,1026705.54967479,0,343901.372042966,199.942658164515,0,0,0,525449.305656346,199.942658164515,199.942658164515,199.942658164515,0,451070.636819146,124964.161352822,522250.223125713,828162.490117422,412481.703793395,999.713290822576,618222.699044681,2430702.89530601,2468492.0576991,1298827.50743669,28133531.5450126,559639.500202478,496457.620222491,1607139.08632637,750584.73874959,199.942658164515,0,91173.8521230189,516851.771355272,0,554440.9910902,0,186946.385383822,574635.199564817,10397.0182245548,580833.421967917,0,0,51585.2058064449,503055.72794192,506454.753130717,0,0,199.942658164515,0,0,50985.3778319514,0,0,265123.964726147,178948.679057241,9197.3622755677,0,0,476263.411747875,0,9997.13290822576,0,487660.143263252,0,574635.199564817,199.942658164515,0,0,199.942658164515,0,0,1048099.41409839,0,4367147.53962934,0,370293.802920682,501456.186676604,0,0,199.942658164515,72779.1275718835,0,262924.595486337,0,999.713290822576,0,0,199.942658164515,1820078.01727158,573635.486273994,122364.906796683
