"","X11.1","X12.1","X19.1","X20.1","X41.1","X42.1","X49.1","X50.1","X61.1","X62.1","X63.1","X64.1","X65.1","X69.1","X81.1","X89.1","X91.1","X92.1","X99.1","X101.1","X109.1","X111.1","X121.1","X122.1","X123.1","X124.1","X129.1","X131.1","X132.1","X139.1","X151.1","X159.1","X160.1","X171.1","X172.1","X179.1","X181.1","X182.1","X183.1","X189.1","X190.1","X201.1","X202.1","X209.1","X211.1","X212.1","X219.1","X221.1","X222.1","X223.1","X229.1","X230.1","X241.1","X242.1","X249.1","X251.1","X259.1","X261.1","X262.1","X269.1","X271.1","X279.1","X280.1","X291.1","X292.1","X299.1","X300.1","X311.1","X319.1","X321.1","X329.1","X331.1","X339.1","X341.1","X342.1","X350.1","X361.1","X362.1","X363.1","X364.1","X369.1","X371.1","X372.1","X373.1","X379.1","X380.1","X391.1","X392.1","X393.1","X394.1","X399.1","X401.1","X402.1","X409.1","X411.1","X419.1","X421.1","X422.1","X423.1","X429.1","X441.1","X451.1","X452.1","X459.1","X460.1","X471.1","X472.1","X473.1","X479.1","X481.1","X482.1","X483.1","X484.1","X485.1","X486.1","X487.1","X488.1","X489.1","X491.1","X499.1","X500.1","X511.1","X512.1","X513.1","X519.1","X531.1","X532.1","X539.1","X540.1","X551.1","X559.1","X560.1","X11.2","X12.2","X19.2","X20.2","X41.2","X42.2","X49.2","X50.2","X61.2","X62.2","X63.2","X64.2","X65.2","X69.2","X81.2","X89.2","X91.2","X92.2","X99.2","X101.2","X109.2","X111.2","X121.2","X122.2","X123.2","X124.2","X129.2","X131.2","X132.2","X139.2","X151.2","X159.2","X160.2","X171.2","X172.2","X179.2","X181.2","X182.2","X183.2","X189.2","X190.2","X201.2","X202.2","X209.2","X211.2","X212.2","X219.2","X221.2","X222.2","X223.2","X229.2","X230.2","X241.2","X242.2","X249.2","X251.2","X259.2","X261.2","X262.2","X269.2","X271.2","X279.2","X280.2","X291.2","X292.2","X299.2","X300.2","X311.2","X319.2","X321.2","X329.2","X331.2","X339.2","X341.2","X342.2","X350.2","X361.2","X362.2","X363.2","X364.2","X369.2","X371.2","X372.2","X373.2","X379.2","X380.2","X391.2","X392.2","X393.2","X394.2","X399.2","X401.2","X402.2","X409.2","X411.2","X419.2","X421.2","X422.2","X423.2","X429.2","X441.2","X451.2","X452.2","X459.2","X460.2","X471.2","X472.2","X473.2","X479.2","X481.2","X482.2","X483.2","X484.2","X485.2","X486.2","X487.2","X488.2","X489.2","X491.2","X499.2","X500.2","X511.2","X512.2","X513.2","X519.2","X531.2","X532.2","X539.2","X540.2","X551.2","X559.2","X560.2"
"341",2579800,0,6826600,0,6890600,0,0,0,18471600,0,180000,7583400,0,0,4878400,0,254061800,76233400,19608800,2428000,0,2442600,6657200,32325200,16534400,9432200,14302200,71997400,0,15766600,0,0,0,37097800,0,0,0,0,0,0,0,0,0,0,0,9200,2904600,7000,0,6601800,0,7005400,94756600,4726600,4722400,87739600,1857600,6952200,3257000,3365800,0,0,0,0,838800,1010400,0,0,0,0,0,0,0,3031256600,607479600,0,15933600,63544400,1782501000,12024200,9286600,236800,4046400,96975400,0,0,0,2367600,166200,4571400,0,0,0,27298600,7000800,0,337105200,36943000,94666600,80152600,0,8427600,2378200,150459800,0,0,0,0,0,56800,0,0,9004600,0,4581200,0,0,2846400,0,0,0,3267000,9019800,46957000,7344600,0,0,1149800,0,381000,0,0,2579734.74710207,0,6826427.32947011,0,6890425.71066808,0,0,0,18471132.7833827,0,179995.447119301,7583208.18713615,0,0,4878276.60681554,0,254055373.816302,76231471.7690251,19608304.0192942,2427938.58669813,0,2442538.21740891,6657031.61423672,32324382.373449,16533981.7824965,9431961.42399262,14301838.2432759,71995578.9134842,0,15766201.2030621,0,0,0,37096861.6563467,0,0,0,0,0,0,0,0,0,0,0,9199.76729720871,2904526.53168179,6999.82294352837,0,6601633.01551223,0,7005222.80694195,94754203.2472486,4726480.4464116,4722280.55264548,87737380.7337146,1857553.01427119,6952024.15257114,3256917.61815313,3365714.86618968,0,0,0,0,838778.783575943,1010374.44316301,0,0,0,0,0,0,0,3031179928.0574,607464234.543634,0,15933196.9790005,63542792.7218206,1782455913.8089,12023895.8625105,9286365.10676723,236794.010432503,4046297.65124189,96972947.1254059,0,0,0,2367540.11444254,166195.796173488,4571284.37200651,0,0,0,27297909.5151719,7000622.92329335,0,337096673.334674,36942065.5718241,94664205.523689,80150572.637636,0,8427386.83412567,2378139.84632845,150455994.30267,0,0,0,0,0,56798.5633132016,0,0,9004372.23961365,0,4581084.12412745,0,0,2846328.00377988,0,0,0,3266917.36521531,9019571.85514817,46955812.2798945,7344414.22729121,0,0,1149770.91720985,0,380990.363069187,0,0
"342",0,0,0,0,0,0,0,0,13888200,384400,0,0,0,0,0,0,0,411000,2015200,692200,0,2194400,0,883600,0,0,0,18803600,0,0,0,0,0,4577200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629800,14201800,4987000,2391600,18705400,124200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89300600,166109800,0,644600,0,59513000,0,0,0,0,18200,601200,0,0,0,0,0,0,0,0,0,0,0,13287400,0,8490200,12979200,661800,0,0,0,0,0,0,0,0,0,0,0,0,0,247600,0,0,0,0,0,0,0,978200,7634000,0,4794200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13888200,384400,0,0,0,0,0,0,0,411000,2015200,692200,0,2194400,0,883600,0,0,0,18803600,0,0,0,0,0,4577200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629800,14201800,4987000,2391600,18705400,124200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89300600,166109800,0,644600,0,59513000,0,0,0,0,18200,601200,0,0,0,0,0,0,0,0,0,0,0,13287400,0,8490200,12979200,661800,0,0,0,0,0,0,0,0,0,0,0,0,0,247600,0,0,0,0,0,0,0,978200,7634000,0,4794200,0,0,0,0,0,0
"350",0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,8778800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87612600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5227400,49084000,0,0,0,14349800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,8778800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87612600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5227400,49084000,0,0,0,14349800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"361",0,0,0,0,3557400,0,0,0,0,0,0,0,0,0,0,0,91400,1335000,0,0,0,0,0,1039600,133400,0,2737600,2397800,0,0,0,0,0,3502600,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,2355400,0,0,1000,0,663000,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,33200,11374400,0,0,77805200,0,40401000,0,11529000,64200,0,0,0,0,0,436600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,32600,0,20800,213400,0,0,0,0,0,0,0,0,0,0,0,0,26573000,0,0,0,0,0,3557400,0,0,0,0,0,0,0,0,0,0,0,91400,1335000,0,0,0,0,0,1039600,133400,0,2737600,2397800,0,0,0,0,0,3502600,0,0,0,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,2355400,0,0,1000,0,663000,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,33200,11374400,0,0,77805200,0,40401000,0,11529000,64200,0,0,0,0,0,436600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,32600,0,20800,213400,0,0,0,0,0,0,0,0,0,0,0,0,26573000,0
"362",0,0,2196200,0,0,0,0,0,0,0,0,200,0,0,65000,0,0,0,0,0,0,0,0,0,0,623800,60400,540600,0,0,0,0,0,2531000,0,3679600,0,2107200,0,0,0,72346400,0,0,0,0,0,0,0,0,0,0,0,0,801400,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,12800,0,234600,79811600,0,66354600,11089800,0,0,0,0,0,0,67600,32600,0,617400,0,0,0,0,0,563400,257800,42380800,13162600,0,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,8800,0,620000,0,0,0,0,0,0,0,0,0,0,0,0,4839800,0,0,0,2196132.78881792,0,0,0,0,0,0,0,0,199.993879320455,0,0,64998.010779148,0,0,0,0,0,0,0,0,0,0,623780.9096005,60398.1515547775,540583.455803191,0,0,0,0,0,2530922.54280036,0,3679487.39173774,0,2107135.51252032,0,0,0,72344185.954347,0,0,0,0,0,0,0,0,0,0,0,0,801375.474437064,0,0,0,0,0,0,0,0,0,2999.90818980683,0,0,0,0,0,0,0,0,0,12799.6082765091,0,234592.820442894,79809157.4938623,0,66352569.3237854,11089460.6144399,0,0,0,0,0,0,67597.9312103139,32599.0023292342,0,617381.105462246,0,0,0,0,0,563382.758045722,257792.110444067,42379503.0035218,13162197.1797171,0,7399.77353485685,0,0,0,0,0,0,0,0,0,0,0,0,0,8799.73069010004,0,619981.025893412,0,0,0,0,0,0,0,0,0,0,0,0,4839651.8856757,0
"363",0,200,0,0,8318800,0,0,3067000,13445000,2156800,1712800,6458200,0,8221200,51799000,0,34418200,115993000,2473600,12533200,0,0,3593400,11281800,13047400,2114000,2052200,61362000,0,0,0,0,0,9828600,0,6780600,0,2511200,9688400,723200,0,81400,0,0,0,0,0,0,0,4260600,34800,0,27696400,33902800,40751200,61025200,1865200,2253600,0,0,2662800,0,0,1608200,641200,0,0,0,12163000,11159200,0,0,0,375191600,15924400,0,1663600,1987200,2428969600,0,17387400,647800,519000,1031800,0,0,0,2116000,606400,0,0,2107800,0,0,0,0,71724800,632800,2561000,35448800,4115600,0,0,4387400,0,0,0,0,0,0,0,0,667200,0,6729200,0,4285600,0,1848000,0,2113600,21536200,18556000,4582800,5600,0,0,0,0,0,11837200,0,0,199.981596821639,0,0,8318034.53819926,0,0,3066717.78725983,13443762.8463347,2156601.54012455,1712642.39518052,6457605.74296755,0,8220443.51895029,51794233.6688204,0,34415032.9786327,115982326.800662,2473372.38949003,12532046.7464248,0,0,3593069.35009439,11280761.8951118,13046199.4318533,2113805.47840472,2052011.16498684,61356353.7208471,0,0,0,0,0,9827695.61260581,0,6779976.07704403,0,2510968.9296925,9687508.51323384,723133.454107046,0,81392.5099064071,0,0,0,0,0,0,0,4260207.95709138,34796.7978469652,0,27693851.4910542,33899680.4036233,40747450.2419899,61019584.7117994,1865028.37195861,2253392.63298623,0,0,2662554.9800833,0,0,1608052.0200428,641140.999410175,0,0,0,12161880.810708,11158173.1762602,0,0,0,375157076.410328,15922934.7021325,0,1663446.92236239,1987017.14601981,2428746096.19609,0,17385800.0828828,647740.392105289,518952.243752153,1031705.05800284,0,0,0,2115805.29437294,606344.201563209,0,0,2107606.04890325,0,0,0,0,71718200.1785635,632741.772343666,2560764.34730109,35445538.1470546,4115221.29939569,0,0,4386996.2894763,0,0,0,0,0,0,0,0,667138.606996988,0,6728580.80666087,0,4285205.65669408,0,1847829.95463194,0,2113405.51521108,21534218.3273509,18554292.5531117,4582378.30957104,5599.48471100589,0,0,0,0,0,11836110.7894855,0
"364",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16065800,0,47004800,4000600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16065800,0,47004800,4000600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15652000,40898200,0,0,0,0,0,12926200,8392600,3886800,0,0,0,0,0,0,0,5127600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9353200,4664600,6230400,18136200,32476600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16163600,0,40595200,20576600,0,72326000,40728600,32314000,40683400,507308400,0,0,0,0,0,0,20864000,0,0,1756000,0,0,0,0,0,13919200,6539600,5017800,38445800,3349400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11301000,18351800,4503200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15651222.7131485,40896168.9730956,0,0,0,0,0,12925558.0778623,8392183.21890944,3886606.97939342,0,0,0,0,0,0,0,5127345.36058909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9352735.51498984,4664368.35342146,6230090.59493999,18135299.3464225,32474987.1943419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16162797.3068137,0,40593184.0202407,20575578.1548283,0,72322408.2514171,40726577.395524,32312395.2691466,40681379.6401807,507283206.788337,0,0,0,0,0,0,20862963.8823876,0,0,1755912.79608285,0,0,0,0,0,13918508.764941,6539275.23989945,5017550.81331694,38443890.7606163,3349233.66697034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11300438.7861801,18350888.639609,4502976.36863343,0,0,0,0,0,0,0,0,0
"371",0,0,2050600,0,0,0,0,19614000,0,0,0,0,0,0,0,0,6588400,0,0,0,0,0,0,0,6959200,0,0,28842200,0,25032800,0,0,0,2170200,0,7093200,0,3109000,20460200,24138800,0,0,0,0,0,0,4636800,0,0,0,0,0,0,0,0,0,0,2653800,0,6680000,79041000,3838400,10672800,0,0,12926000,0,1600,0,0,0,0,0,23000,0,0,0,0,0,0,9406000,58925400,0,33692200,0,0,0,0,19667000,0,15994000,0,4514400,0,0,0,0,0,0,0,0,0,0,19989600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58376800,2150400,0,81763400,0,0,0,0,0,0,0,0,0,2050600,0,0,0,0,19614000,0,0,0,0,0,0,0,0,6588400,0,0,0,0,0,0,0,6959200,0,0,28842200,0,25032800,0,0,0,2170200,0,7093200,0,3109000,20460200,24138800,0,0,0,0,0,0,4636800,0,0,0,0,0,0,0,0,0,0,2653800,0,6680000,79041000,3838400,10672800,0,0,12926000,0,1600,0,0,0,0,0,23000,0,0,0,0,0,0,9406000,58925400,0,33692200,0,0,0,0,19667000,0,15994000,0,4514400,0,0,0,0,0,0,0,0,0,0,19989600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58376800,2150400,0,81763400,0,0,0,0,0,0,0
"372",0,0,6833400,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,20171400,0,0,0,0,0,0,168400,0,0,3846200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6415800,0,0,0,0,0,0,6486200,0,0,11261400,0,4243800,2581000,0,0,0,0,0,0,25110600,0,0,0,0,0,2089600,0,13824400,0,0,0,0,28786800,0,10787400,31555600,104853600,803000,2431200,0,0,0,0,10951000,0,0,0,0,0,0,0,0,0,2173000,2722200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617400,0,0,10929000,0,0,0,0,7531000,17456200,0,0,0,6833400,0,0,0,0,0,0,0,0,0,0,0,0,0,102400,20171400,0,0,0,0,0,0,168400,0,0,3846200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6415800,0,0,0,0,0,0,6486200,0,0,11261400,0,4243800,2581000,0,0,0,0,0,0,25110600,0,0,0,0,0,2089600,0,13824400,0,0,0,0,28786800,0,10787400,31555600,104853600,803000,2431200,0,0,0,0,10951000,0,0,0,0,0,0,0,0,0,2173000,2722200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617400,0,0,10929000,0,0,0,0,7531000,17456200,0
"373",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807400,15642200,2043600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807400,15642200,2043600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"379",34600,0,146430000,0,0,0,0,95920400,180002200,333400,0,0,0,0,0,0,1214800,0,24114400,2106400,37716800,521800,35498200,126298000,148482200,90964000,99350400,570189200,75023200,66446000,0,0,0,694432800,11116600,42302800,0,16836800,8647800,0,3854000,12883400,0,0,0,2497000,13831400,0,1496000,107173400,19745800,74770200,124243600,6494200,0,137555400,122002800,33279600,25955800,0,180261800,0,28791200,43960000,82089400,9204000,1588000,0,7860400,0,0,1800,0,104009600,2677200,0,73215000,0,93182600,4394000,95401400,205807200,193021200,105740200,1262990800,0,49535400,117774000,44552400,13409200,0,22659000,3939400,0,51028600,0,236657400,355700400,0,79731000,26450600,0,10372200,49005200,0,3873000,65001600,43440800,23854800,0,0,0,162610400,0,91780400,570189200,1122000,80614200,0,0,0,42373800,31036400,0,57913000,2268200,0,0,0,0,42433600,0,34599.851929079,0,146429373.35188,0,0,0,0,95919989.5080356,180001429.679435,333398.573212571,0,0,0,0,0,0,1214794.80125564,0,24114296.8022712,2106390.98564775,37716638.5907135,521797.766953567,35498048.0852264,126297459.506902,148481564.569477,90963610.718981,99349974.8293287,570186759.871677,75022878.9377364,66445715.6439186,0,0,0,694429828.170397,11116552.4264393,42302618.9648972,0,16836727.9468069,8647762.99168466,0,3853983.50678239,12883344.8654074,0,0,0,2496989.31407255,13831340.8084354,0,1495993.59785845,107172941.35075,19745715.4977228,74769880.0204515,124243068.29872,6494172.20802962,0,137554811.330787,122002277.888238,33279457.5797393,25955688.9219881,0,180261028.568476,0,28791076.7878757,43959811.8728992,82089048.6978884,9203960.61142321,1587993.20414386,0,7860366.361368,0,0,1799.9922968885,0,104009154.890253,2677188.5429055,0,73214686.6759399,0,93182201.2244682,4393981.19584893,95400991.7290994,205806319.246773,193020373.964542,105739747.484139,1262985395.0228,0,49535188.0129393,117773495.985415,44552209.3377197,13409142.615243,0,22658903.0306648,3939383.14131254,0,51028381.6227804,0,236656387.223145,355698877.777866,0,79730658.7906763,26450486.8044884,0,10372155.6121039,49004990.2819336,0,3872983.42547176,65001321.8252376,43440614.0948189,23854697.913231,0,0,0,162609704.107755,0,91780007.225192,570186759.871677,1121995.19839383,80613855.0110162,0,0,0,42373618.6610523,31036267.179528,0,57912752.1609466,2268190.29322361,0,0,0,0,42433418.4051378,0
"380",0,0,0,0,400,0,0,0,101000,0,0,0,0,0,4743400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14553800,34936400,0,0,0,0,8388800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39872800,0,5960600,0,0,0,0,109400,0,2849600,0,0,0,0,0,0,0,0,0,1947200,0,0,0,0,0,0,0,0,0,0,7775000,0,0,4113600,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,399.989787496164,0,0,0,100997.421342781,0,0,0,0,0,4743278.89502326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.994893748082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14553428.4231542,34935508.0297024,0,0,0,0,8388585.82336955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39871781.9971926,0,5960447.81837409,0,0,0,0,109397.206880201,0,2849527.24612267,0,0,0,0,0,0,0,0,0,1947150.28553133,0,0,0,0,0,0,0,0,0,0,7774801.49445668,0,0,4113494.97461055,0,0,0,0,0,0,0,0,0,0,0,0,199.994893748082
"391",2266800,0,18365600,0,4650800,0,0,4374800,21029800,0,495400,11028400,0,0,14400,0,7333800,0,0,0,0,0,0,604200,493000,583400,795800,22241000,0,1355200,0,0,0,32793200,0,3942600,0,559682600,6023200,43052600,4594200,1861600,2394200,0,6600000,6675200,26089800,0,0,793600,0,0,0,6402000,0,0,0,18918200,19941000,1987800,4354000,0,20068000,1066800,0,1161000,0,0,0,0,0,0,0,6814200,1818200,0,0,0,1704200,0,0,7003200,0,20274800,13377200,0,303296600,15533000,49510400,36594600,17221000,0,0,18047400,0,0,912400,0,3421000,3767600,0,0,0,1785600,155385200,0,0,0,1997600,999200,0,0,189431000,0,13049400,0,0,0,4156000,0,0,0,26434200,4431000,825400,0,0,0,0,10921200,6388200,0,2266729.06279929,0,18365025.2672254,0,4650654.45794376,0,0,4374663.09508307,21029141.8937958,0,495384.496960811,11028054.8774376,0,0,14399.5493666445,0,7333570.49618731,0,0,0,0,0,0,604181.092175458,492984.57206637,583381.743090304,795775.096248311,22240303.9905236,0,1355157.59039421,0,0,0,32792173.7701559,0,3942476.62034254,0,559665085.302218,6023011.51008146,43051252.7126665,4594056.2291832,1861541.74312121,2394125.07594585,0,6599793.45971205,6674991.10640453,26088983.5462417,0,0,793575.165095073,0,0,0,6401799.65592069,0,0,0,18917607.9741704,19940375.9666845,1987737.79382055,4353863.74599792,0,20067371.9923487,1066766.61557891,0,1160963.66768571,0,0,0,0,0,0,0,6813986.75654089,1818143.10128007,0,0,0,1704146.66879413,0,0,7002980.84197809,0,20274165.520753,13376781.3741303,0,303287108.641349,15532513.9105617,49508850.622383,36593454.8092089,17220461.0863184,0,0,18046835.2249708,0,0,912371.44736989,0,3420892.94328408,3767482.09678956,0,0,0,1785544.12146392,155380337.378189,0,0,0,1997537.48713951,999168.731052164,0,0,189425071.949502,0,13048991.6322979,0,0,0,4155869.94220656,0,0,0,26433372.768594,4430861.33636123,825374.169946413,0,0,0,0,10920858.2321526,6388000.08777766,0
"392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,593200,67600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990800,0,1000,0,0,0,0,0,0,10960600,227390800,4558200,5833400,15127000,0,0,0,0,0,0,19378000,0,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6539800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,593200,67600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990800,0,1000,0,0,0,0,0,0,10960600,227390800,4558200,5833400,15127000,0,0,0,0,0,0,19378000,0,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6539800,0,0,0,0,0,0,0,0,0
"393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12394800,0,0,0,0,0,0,0,0,0,0,0,0,1340600,0,0,0,0,0,0,0,962200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169400,0,0,0,0,0,0,0,0,19735200,1909200,22294000,4177600,2130400,0,0,0,0,0,0,1226400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12391806.9161115,0,0,0,0,0,0,0,0,0,0,0,0,1340276.27325483,0,0,0,0,0,0,0,961967.648907804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169359.093457682,0,0,0,0,0,0,0,0,19730434.3636721,1908738.96829638,22288616.4672112,4176591.19733656,2129885.55314195,0,0,0,0,0,0,1226103.85015644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5488800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5484270.07405266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
