"","AFG","ALB","DZA","AGO","ARG","ARM","AUS","AUT","AZE","BGD","BLR","BEL","BEN","BTN","BOL","BIH","BWA","BRA","BGR","BFA","BDI","KHM","CMR","CAN","CPV","CAF","TCD","CHL","CHN","COL","COM","COG","CRI","CIV","HRV","CUB","CYP","CZE","PRK","COD","DNK","DJI","DOM","ECU","EGY","SLV","ERI","EST","ETH","FJI","FIN","FRA","GAB","GMB","GEO","DEU","GHA","GRC","GTM","GIN","GNB","GUY","HTI","HND","HUN","IND","IDN","IRN","IRQ","IRL","ISR","ITA","JAM","JPN","JOR","KAZ","KEN","KWT","KGZ","LAO","LVA","LBN","LSO","LBR","LBY","LTU","LUX","MDG","MWI","MYS","MLI","MRT","MUS","MEX","MNG","MNE","MAR","MOZ","MMR","NAM","NPL","NLD","NZL","NIC","NER","NGA","NOR","PSE","OMN","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","KOR","MDA","ROU","RUS","RWA","SAU","SEN","SRB","SRB","SLE","SVK","SVN","SLB","SOM","ZAF","ESP","LKA","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","MKD","TLS","TGO","TTO","TUN","TUR","TKM","UGA","UKR","ARE","GBR","TZA","USA","URY","UZB","VEN","VNM","YEM","ZMB","ZWE"
"BGD",0,0,0,0,0,0,0,0,0,-0.273020055623649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000301859189031986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.93899100788108e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLR",0,0,0,0,0,0,0,0,0,0,-0.193625926940934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEL",0,0,0,0,0,0,0,0,0,0,0,-0.0018457673332759,0,0,0,0,0,-8.28377861471169e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00621910962580692,0,0,0,-0.00184711668025628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.62421479122068e-05,0,-0.000908528008409204,0,0,0,0,0,0,0
"BEN",-1.59082164601918e-07,0,0,-1.18345504060557e-06,-5.34470022558095e-06,-7.95098304579718e-10,-4.93790979770864e-06,-1.93781521909206e-07,-4.47259712795683e-09,-1.06541338261051e-06,0,-7.48191334069536e-06,-0.00241617645791818,0,-1.07772805017155e-09,0,0,-9.13834979416332e-05,-3.36439378240111e-08,-9.3139688669733e-06,-1.1424467850502e-09,-8.09685912019071e-07,-4.55530969397311e-06,-6.95941006079412e-07,0,0,0,-3.49112029872394e-07,-4.83832119544753e-05,-4.52826146230234e-06,-9.53982881477172e-08,-1.48188256349787e-07,0,-2.4658252247862e-06,0,0,-7.94101686840959e-09,-2.40676116498608e-10,-3.98876954141379e-08,-1.03714464912685e-09,-2.14459260613134e-06,0,0,0,-6.33732743212783e-07,-2.5796510625846e-08,-1.64850279726506e-08,-1.5129560138918e-09,-8.99887029760693e-09,0,-5.99267472347884e-09,-0.000167704630676861,-2.46056140737837e-07,0,0,-1.32216137598728e-05,-5.18231459683982e-06,-1.39514219490899e-06,-1.10391135965292e-07,-8.74519148967253e-07,-2.40659146698561e-07,-1.04279803929211e-08,0,0,-2.26537964796646e-07,-0.000451798576255026,-1.90619369109645e-06,-7.13534073843494e-06,-1.03783702818758e-07,-1.65802268082972e-06,0,-2.21479647302521e-05,0,-5.19850683681759e-06,0,-7.35272577268169e-08,-3.66079815818419e-07,0,0,0,0,-5.41828470832703e-07,0,-2.02595947660883e-08,-4.74125058643094e-10,-2.58387683963156e-06,0,-1.11705496507004e-06,0,-1.04660065627852e-06,-4.00530675098722e-07,0,0,-6.84791920319666e-07,-8.95123060642738e-09,0,-6.21066879418027e-06,-1.04250318190971e-07,-1.55807768597378e-07,0,-3.40886092115992e-08,-1.05106301405916e-06,-2.34657896691895e-06,0,-5.44838428129684e-06,-1.2485574308836e-05,-1.80769197810729e-07,0,-8.86109963208392e-09,-0.000202691962313223,0,0,0,-8.27393340588318e-11,-6.07512205983633e-07,-6.57858678292268e-07,-1.41372295536531e-07,-4.14469389857696e-09,-1.99389257212871e-07,-2.30468016224061e-07,-1.04133816844175e-05,-4.65545867539346e-06,-3.79691634271737e-12,0,-4.00954205561021e-06,0,0,-5.54456656923674e-10,-1.1022021945202e-07,0,-7.0479302341729e-09,-6.361382274908e-07,-1.53142705524819e-06,-2.0519389622345e-06,-1.00766404780482e-05,-1.40015650971827e-07,0,0,-5.6087836077689e-07,-1.08048303058984e-07,0,0,-0.131826261266277,0,0,-2.07008373977641e-05,0,-4.01036184823273e-07,-2.58840855610635e-05,-2.20031127049813e-09,-3.02787780863885e-08,-1.01362366247108e-05,-1.95772222172366e-08,-1.04709409291148e-05,-9.82619903892487e-08,-0.000137103581751461,-2.20587503831915e-06,0,-3.65733595801894e-07,-4.3324462180388e-06,-1.53513033240607e-08,-1.71685171771333e-10,-1.75206854397406e-08
"BTN",0,0,0,0,-1.68462437498238e-07,0,0,0,0,-1.61368324426847e-07,0,-2.4553848658293e-07,0,-0.205447182459952,0,0,0,-1.02369962797661e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.84952925689229e-06,0,0,0,0,0,0,0,0,0,0,-1.97318881807513e-05,0,0,0,-6.20850673590262e-06,0,0,0,0,0,0,0,0,0,-0.131809385475986,0,0,0,0,0,-7.22330406446289e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.02050075300798e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.92932214957646e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.28939890384884e-06,0,0,0,0,0,0,0,0,0,0,-4.38228030434473e-07,0,-2.93723227266533e-05,0,0,0,0,0,0,0
"BOL",0,0,0,0,-0.000194039426198134,0,0,0,0,0,0,0,0,0,-0.0681347975093912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BIH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00203671471130527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000665279087253832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0962636824438341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRA",0,0,0,0,-7.03682895635298e-07,0,0,0,0,0,0,0,0,0,0,0,0,-0.137473216677232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0405523900642367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BFA",0,0,0,0,-3.22654593346248e-06,0,-1.0817602257116e-07,0,0,0,0,-2.46936341808483e-06,-2.96937506045948e-06,0,0,0,0,-3.9044690956206e-06,-1.88241417354086e-09,-0.347807395502112,0,0,0,-5.38722008411399e-06,0,0,0,0,-5.513661771116e-06,0,0,0,0,-1.60735677240901e-05,0,0,0,0,0,0,-3.13448383176261e-06,0,0,0,-1.8305686760316e-08,0,0,0,0,0,0,-9.48014212246734e-05,0,0,0,-3.21062286981359e-05,-3.60763989089191e-06,0,0,0,0,0,0,0,-5.32213887254782e-06,-1.53819456728236e-05,-1.76053953271578e-07,0,0,-4.95831480158293e-07,0,-1.5575160904788e-05,0,-1.78981711665596e-07,0,0,0,0,0,0,0,-1.10433515110183e-07,0,0,0,-1.31763364415302e-06,0,0,0,-9.9551688900729e-08,-1.71345839842381e-05,0,0,0,0,0,-4.22421325026458e-06,0,-1.92925868898013e-08,0,0,-2.72127881914598e-07,0,0,-4.70621171701285e-05,-1.53271163592e-06,-2.05942706319664e-06,0,0,-1.1646294702794e-05,0,0,0,0,-5.49401664929172e-08,0,-4.79031483053652e-07,0,-5.12735656400312e-09,-2.84253443945831e-08,-4.29973473106465e-07,-5.62297434777041e-07,0,0,-1.67563540104917e-06,0,0,0,0,0,0,0,-5.10897648722431e-07,-2.15389019595693e-06,0,0,0,0,0,-1.12693411502914e-06,0,0,-2.06249831447048e-05,0,0,-1.70772102430879e-05,0,-2.52935409997642e-07,-5.16608309386682e-06,0,0,-1.30986771569791e-07,0,-4.81307221232577e-06,0,-6.5495300663875e-05,-2.72452020979963e-07,0,-1.6279431811628e-07,0,0,0,0
"BDI",-2.04916011225648e-08,0,0,-9.95462299676682e-08,-2.91398721094378e-06,-5.0629512228467e-10,-2.30861168911014e-06,-9.50987742015146e-08,-2.84801778193445e-09,-2.75204904582406e-08,0,-2.51988380954096e-05,-8.20001529355436e-10,0,-6.86265398641049e-10,0,0,-4.61466532168868e-06,-8.70257208811449e-10,0,-0.103466375127816,-3.3410659000463e-10,-1.51580538086024e-09,-1.34153220205488e-06,0,0,0,0,-6.93411252496102e-06,0,-1.18981408543672e-06,0,0,-4.22462136317918e-10,0,0,-8.07149632510225e-10,-7.56597476094337e-07,0,-3.48930134591454e-05,-5.13908330556431e-07,0,0,0,-9.31472089307021e-08,0,-1.04971790345989e-08,-9.63405714302937e-10,-1.1930919842808e-07,0,0,-0.000155274228835526,0,0,0,-2.9612531586987e-05,-1.09102567815914e-08,-3.24250206601899e-09,0,0,0,0,0,0,-2.8866864304496e-06,-1.0762457770418e-06,-1.34502115066419e-06,-9.02790420366671e-07,-6.60863973764277e-08,-1.00193160011595e-07,0,-2.17656492892919e-05,0,-3.28371733924949e-08,0,-1.02535597918414e-08,-8.39092649973079e-05,0,0,0,0,-6.32998036784261e-10,0,0,-3.01908837135326e-10,0,0,-3.46415795990206e-07,-3.09609825851073e-07,-3.60587536399402e-07,-1.72816511657707e-08,0,-5.09813022400002e-07,0,0,0,-4.02109553866475e-08,-6.66556793822285e-09,-1.09550738909765e-08,0,0,-1.5569650095017e-07,-1.32937616394059e-07,0,0,0,-7.78357125135536e-10,0,-1.97452231751801e-09,-1.11465031157258e-05,0,0,0,0,-5.1126306241386e-07,-3.40404629764528e-07,-9.57323552741271e-09,-2.63921868796056e-09,0,0,-1.6279504630095e-08,-1.08974906991973e-06,-9.54962913993192e-06,0,0,0,0,-3.53061626847647e-10,-7.0184981107715e-08,0,0,-2.83358311606901e-07,-8.44070407825288e-06,-4.79363514986817e-06,-1.1721558126386e-07,-8.46794896405742e-08,0,0,-1.6016430346809e-07,-1.14329624101878e-07,0,0,-8.63480158560137e-07,0,0,-6.1639408561219e-10,0,0,-3.80421962689026e-06,-1.40109324513029e-09,-0.000740246348863557,-2.86411769351314e-06,-1.24661970216491e-08,-3.17856204515878e-06,-0.000596582836869022,-0.000788625325061576,0,0,0,0,-9.77525665558142e-09,-2.56488254818887e-06,-9.02302099192215e-06
"KHM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.364117524614966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.00019519409572e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
